"SRQID","DRQID"
"srqid554","drqid3391"
"srqid554","drqid1827"
"srqid554","drqid2178"
"srqid554","drqid2569"
"srqid554","drqid2561"
"srqid554","drqid3483"
"srqid554","drqid3483"
"srqid554","drqid168"
"srqid554","drqid3707"
"srqid555","drqid1157"
"srqid555","drqid588"
"srqid555","drqid3291"
"srqid555","drqid947"
"srqid555","drqid1987"
"srqid555","drqid3149"
"srqid555","drqid808"
"srqid555","drqid825"
"srqid556","drqid2779"
"srqid556","drqid3626"
"srqid556","drqid1454"
"srqid556","drqid757"
"srqid556","drqid247"
"srqid556","drqid2867"
"srqid557","drqid2046"
"srqid557","drqid997"
"srqid557","drqid1876"
"srqid557","drqid3171"
"srqid558","drqid3357"
"srqid558","drqid2794"
"srqid558","drqid2834"
"srqid558","drqid2353"
"srqid558","drqid2531"
"srqid559","drqid2490"
"srqid559","drqid2756"
"srqid559","drqid1402"
"srqid559","drqid3280"
"srqid559","drqid2147"
"srqid560","drqid225"
"srqid560","drqid2799"
"srqid560","drqid1474"
"srqid561","drqid1559"
"srqid561","drqid2856"
"srqid561","drqid287"
"srqid561","drqid930"
"srqid561","drqid1123"
"srqid561","drqid3086"
"srqid561","drqid1128"
"srqid561","drqid3903"
"srqid561","drqid2215"
"srqid561","drqid2776"
"srqid561","drqid3674"
"srqid561","drqid3714"
"srqid561","drqid2035"
"srqid561","drqid2348"
"srqid562","drqid3194"
"srqid562","drqid2786"
"srqid562","drqid3250"
"srqid562","drqid2157"
"srqid562","drqid2892"
"srqid562","drqid849"
"srqid563","drqid2159"
"srqid563","drqid3706"
"srqid563","drqid3060"
"srqid563","drqid307"
"srqid563","drqid3660"
"srqid563","drqid1048"
"srqid563","drqid3654"
"srqid563","drqid727"
"srqid563","drqid1691"
"srqid563","drqid3581"
"srqid563","drqid1299"
"srqid563","drqid1170"
"srqid563","drqid2469"
"srqid564","drqid2458"
"srqid564","drqid1481"
"srqid564","drqid3820"
"srqid564","drqid339"
"srqid564","drqid2159"
"srqid564","drqid1020"
"srqid564","drqid3394"
"srqid564","drqid808"
"srqid564","drqid2428"
"srqid564","drqid618"
"srqid565","drqid1942"
"srqid565","drqid2210"
"srqid565","drqid2148"
"srqid565","drqid647"
"srqid565","drqid969"
"srqid565","drqid3946"
"srqid565","drqid578"
"srqid566","drqid9"
"srqid566","drqid2059"
"srqid566","drqid2300"
"srqid566","drqid1200"
"srqid567","drqid117"
"srqid567","drqid1637"
"srqid567","drqid740"
"srqid567","drqid2016"
"srqid567","drqid3125"
"srqid567","drqid3449"
"srqid567","drqid1166"
"srqid567","drqid2126"
"srqid567","drqid1143"
"srqid567","drqid1723"
"srqid567","drqid136"
"srqid567","drqid2664"
"srqid567","drqid2676"
"srqid567","drqid3064"
"srqid568","drqid1849"
"srqid568","drqid1289"
"srqid568","drqid2233"
"srqid568","drqid388"
"srqid569","drqid2200"
"srqid569","drqid2377"
"srqid569","drqid3043"
"srqid569","drqid1860"
"srqid569","drqid576"
"srqid569","drqid765"
"srqid570","drqid3232"
"srqid570","drqid2114"
"srqid570","drqid745"
"srqid570","drqid2893"
"srqid570","drqid3371"
"srqid570","drqid2191"
"srqid570","drqid3223"
"srqid570","drqid473"
"srqid571","drqid3037"
"srqid571","drqid307"
"srqid571","drqid3894"
"srqid571","drqid3506"
"srqid571","drqid2704"
"srqid572","drqid3699"
"srqid572","drqid2060"
"srqid572","drqid4000"
"srqid572","drqid934"
"srqid572","drqid3606"
"srqid572","drqid3996"
"srqid572","drqid2979"
"srqid572","drqid2220"
"srqid572","drqid3123"
"srqid573","drqid1427"
"srqid573","drqid2561"
"srqid573","drqid2090"
"srqid573","drqid840"
"srqid573","drqid2984"
"srqid573","drqid637"
"srqid573","drqid78"
"srqid574","drqid1457"
"srqid574","drqid2433"
"srqid574","drqid853"
"srqid575","drqid3838"
"srqid575","drqid2607"
"srqid575","drqid929"
"srqid576","drqid646"
"srqid576","drqid2325"
"srqid576","drqid3909"
"srqid576","drqid2004"
"srqid576","drqid956"
"srqid576","drqid2486"
"srqid576","drqid919"
"srqid576","drqid2323"
"srqid576","drqid708"
"srqid576","drqid991"
"srqid577","drqid191"
"srqid577","drqid2241"
"srqid577","drqid3066"
"srqid577","drqid3380"
"srqid577","drqid3550"
"srqid577","drqid1565"
"srqid577","drqid3136"
"srqid578","drqid2742"
"srqid578","drqid2933"
"srqid578","drqid70"
"srqid578","drqid3301"
"srqid579","drqid1101"
"srqid579","drqid3039"
"srqid579","drqid3882"
"srqid579","drqid1692"
"srqid579","drqid2058"
"srqid579","drqid3484"
"srqid579","drqid3806"
"srqid579","drqid1199"
"srqid579","drqid2153"
"srqid579","drqid587"
"srqid579","drqid1493"
"srqid579","drqid2087"
"srqid580","drqid1851"
"srqid580","drqid2019"
"srqid580","drqid3115"
"srqid580","drqid2061"
"srqid580","drqid2760"
"srqid581","drqid839"
"srqid581","drqid2665"
"srqid581","drqid3494"
"srqid581","drqid3633"
"srqid581","drqid909"
"srqid582","drqid2620"
"srqid582","drqid3050"
"srqid582","drqid1407"
"srqid583","drqid1036"
"srqid583","drqid3744"
"srqid583","drqid972"
"srqid583","drqid1074"
"srqid583","drqid3640"
"srqid584","drqid3219"
"srqid584","drqid2749"
"srqid584","drqid3487"
"srqid584","drqid209"
"srqid584","drqid254"
"srqid584","drqid2918"
"srqid584","drqid2922"
"srqid585","drqid3454"
"srqid585","drqid2691"
"srqid585","drqid341"
"srqid585","drqid3680"
"srqid585","drqid606"
"srqid585","drqid1843"
"srqid586","drqid1118"
"srqid586","drqid2626"
"srqid586","drqid3275"
"srqid586","drqid1985"
"srqid586","drqid644"
"srqid587","drqid3224"
"srqid587","drqid765"
"srqid587","drqid2620"
"srqid587","drqid3050"
"srqid587","drqid2036"
"srqid587","drqid3054"
"srqid587","drqid1125"
"srqid587","drqid3275"
"srqid588","drqid2902"
"srqid588","drqid1323"
"srqid588","drqid2044"
"srqid588","drqid3055"
"srqid588","drqid186"
"srqid588","drqid413"
"srqid589","drqid1299"
"srqid589","drqid1362"
"srqid590","drqid3774"
"srqid590","drqid2092"
"srqid590","drqid137"
"srqid590","drqid646"
"srqid590","drqid1339"
"srqid590","drqid940"
"srqid591","drqid1246"
"srqid591","drqid695"
"srqid591","drqid1760"
"srqid591","drqid796"
"srqid591","drqid423"
"srqid591","drqid653"
"srqid591","drqid3686"
"srqid591","drqid2843"
"srqid591","drqid3420"
"srqid591","drqid3500"
"srqid592","drqid1291"
"srqid592","drqid1375"
"srqid592","drqid980"
"srqid592","drqid2908"
"srqid592","drqid978"
"srqid592","drqid2865"
"srqid592","drqid1320"
"srqid592","drqid2116"
"srqid592","drqid2206"
"srqid592","drqid1340"
"srqid592","drqid3830"
"srqid593","drqid1349"
"srqid593","drqid1475"
"srqid593","drqid3075"
"srqid593","drqid2479"
"srqid593","drqid3737"
"srqid594","drqid3654"
"srqid594","drqid727"
"srqid594","drqid1121"
"srqid594","drqid3630"
"srqid594","drqid3712"
"srqid594","drqid420"
"srqid594","drqid2505"
"srqid594","drqid3747"
"srqid595","drqid1707"
"srqid595","drqid1051"
"srqid595","drqid1181"
"srqid596","drqid3089"
"srqid596","drqid3324"
"srqid596","drqid3269"
"srqid596","drqid3715"
"srqid597","drqid3195"
"srqid597","drqid3378"
"srqid597","drqid3676"
"srqid597","drqid776"
"srqid598","drqid2744"
"srqid598","drqid2168"
"srqid598","drqid272"
"srqid598","drqid3630"
"srqid598","drqid3864"
"srqid598","drqid2476"
"srqid598","drqid614"
"srqid598","drqid2467"
"srqid598","drqid2715"
"srqid598","drqid2517"
"srqid598","drqid839"
"srqid598","drqid947"
"srqid599","drqid1898"
"srqid599","drqid1905"
"srqid599","drqid951"
"srqid599","drqid1883"
"srqid599","drqid3271"
"srqid600","drqid1696"
"srqid600","drqid3414"
"srqid600","drqid3160"
"srqid600","drqid805"
"srqid601","drqid2429"
"srqid601","drqid3834"
"srqid601","drqid3638"
"srqid601","drqid1902"
"srqid602","drqid751"
"srqid602","drqid3314"
"srqid602","drqid3878"
"srqid602","drqid2174"
"srqid602","drqid2853"
"srqid603","drqid1427"
"srqid603","drqid2561"
"srqid603","drqid2230"
"srqid603","drqid1654"
"srqid604","drqid2571"
"srqid604","drqid3064"
"srqid605","drqid2571"
"srqid605","drqid2978"
"srqid605","drqid650"
"srqid605","drqid1200"
"srqid605","drqid3909"
"srqid606","drqid946"
"srqid606","drqid2269"
"srqid606","drqid2479"
"srqid606","drqid792"
"srqid606","drqid3675"
"srqid607","drqid1418"
"srqid607","drqid2627"
"srqid607","drqid311"
"srqid608","drqid315"
"srqid608","drqid3544"
"srqid608","drqid1865"
"srqid608","drqid1961"
"srqid608","drqid819"
"srqid609","drqid276"
"srqid609","drqid660"
"srqid609","drqid1217"
"srqid609","drqid2975"
"srqid609","drqid3860"
"srqid610","drqid735"
"srqid610","drqid3022"
"srqid610","drqid386"
"srqid610","drqid771"
"srqid610","drqid1638"
"srqid610","drqid2603"
"srqid610","drqid3668"
"srqid610","drqid2335"
"srqid611","drqid2211"
"srqid611","drqid2848"
"srqid611","drqid2970"
"srqid611","drqid1320"
"srqid611","drqid1442"
"srqid611","drqid3566"
"srqid612","drqid3936"
"srqid612","drqid2577"
"srqid612","drqid2740"
"srqid612","drqid4"
"srqid612","drqid1105"
"srqid612","drqid2659"
"srqid612","drqid1141"
"srqid613","drqid817"
"srqid613","drqid1407"
"srqid614","drqid2046"
"srqid614","drqid237"
"srqid614","drqid2008"
"srqid614","drqid2847"
"srqid614","drqid3288"
"srqid614","drqid2181"
"srqid614","drqid2474"
"srqid614","drqid3215"
"srqid614","drqid3774"
"srqid615","drqid1382"
"srqid615","drqid2335"
"srqid616","drqid3068"
"srqid616","drqid3675"
"srqid616","drqid1213"
"srqid616","drqid900"
"srqid616","drqid992"
"srqid616","drqid3114"
"srqid616","drqid3900"
"srqid617","drqid1014"
"srqid617","drqid1271"
"srqid617","drqid1871"
"srqid617","drqid395"
"srqid617","drqid2286"
"srqid617","drqid304"
"srqid617","drqid3423"
"srqid617","drqid223"
"srqid618","drqid2684"
"srqid618","drqid2163"
"srqid618","drqid2866"
"srqid618","drqid2639"
"srqid619","drqid269"
"srqid619","drqid631"
"srqid619","drqid372"
"srqid619","drqid3855"
"srqid619","drqid3160"
"srqid619","drqid3368"
"srqid619","drqid1317"
"srqid619","drqid3451"
"srqid619","drqid3848"
"srqid619","drqid681"
"srqid619","drqid2795"
"srqid620","drqid135"
"srqid620","drqid2152"
"srqid620","drqid2684"
"srqid620","drqid972"
"srqid620","drqid3622"
"srqid620","drqid3988"
"srqid621","drqid3649"
"srqid621","drqid645"
"srqid621","drqid2284"
"srqid621","drqid2446"
"srqid622","drqid2001"
"srqid622","drqid3014"
"srqid622","drqid1782"
"srqid623","drqid1686"
"srqid623","drqid2505"
"srqid623","drqid1166"
"srqid623","drqid149"
"srqid623","drqid1811"
"srqid623","drqid16"
"srqid623","drqid575"
"srqid623","drqid1072"
"srqid623","drqid1803"
"srqid623","drqid3414"
"srqid623","drqid3629"
"srqid623","drqid489"
"srqid623","drqid1316"
"srqid623","drqid1835"
"srqid623","drqid230"
"srqid624","drqid3447"
"srqid624","drqid1989"
"srqid624","drqid3829"
"srqid624","drqid988"
"srqid624","drqid3604"
"srqid624","drqid1941"
"srqid624","drqid1962"
"srqid624","drqid3669"
"srqid625","drqid2153"
"srqid625","drqid2951"
"srqid625","drqid3555"
"srqid625","drqid2071"
"srqid625","drqid2479"
"srqid625","drqid2732"
"srqid625","drqid2198"
"srqid625","drqid2209"
"srqid625","drqid3147"
"srqid626","drqid2242"
"srqid626","drqid2043"
"srqid627","drqid2673"
"srqid627","drqid3611"
"srqid627","drqid2546"
"srqid627","drqid2676"
"srqid628","drqid985"
"srqid628","drqid1459"
"srqid628","drqid3732"
"srqid628","drqid3933"
"srqid628","drqid2383"
"srqid628","drqid2907"
"srqid629","drqid1841"
"srqid629","drqid348"
"srqid629","drqid3654"
"srqid629","drqid727"
"srqid629","drqid2740"
"srqid629","drqid3742"
"srqid629","drqid3976"
"srqid629","drqid3129"
"srqid630","drqid3424"
"srqid630","drqid3963"
"srqid630","drqid1053"
"srqid631","drqid736"
"srqid631","drqid903"
"srqid631","drqid2329"
"srqid631","drqid824"
"srqid631","drqid2009"
"srqid631","drqid3163"
"srqid631","drqid936"
"srqid632","drqid241"
"srqid632","drqid2644"
"srqid633","drqid2486"
"srqid633","drqid2478"
"srqid633","drqid2858"
"srqid633","drqid1790"
"srqid633","drqid23"
"srqid633","drqid3445"
"srqid633","drqid3733"
"srqid634","drqid3098"
"srqid634","drqid1001"
"srqid634","drqid160"
"srqid634","drqid1863"
"srqid635","drqid2907"
"srqid635","drqid3843"
"srqid635","drqid89"
"srqid635","drqid2734"
"srqid635","drqid1320"
"srqid635","drqid1442"
"srqid635","drqid3566"
"srqid636","drqid221"
"srqid636","drqid2962"
"srqid636","drqid811"
"srqid636","drqid294"
"srqid636","drqid2996"
"srqid636","drqid670"
"srqid636","drqid1869"
"srqid636","drqid1959"
"srqid637","drqid1992"
"srqid637","drqid2011"
"srqid637","drqid1999"
"srqid637","drqid2106"
"srqid637","drqid1602"
"srqid637","drqid3378"
"srqid638","drqid2353"
"srqid638","drqid3944"
"srqid638","drqid718"
"srqid638","drqid1711"
"srqid638","drqid454"
"srqid638","drqid1263"
"srqid638","drqid3632"
"srqid638","drqid2909"
"srqid639","drqid3753"
"srqid639","drqid3850"
"srqid639","drqid1995"
"srqid639","drqid2279"
"srqid639","drqid392"
"srqid639","drqid858"
"srqid639","drqid942"
"srqid640","drqid297"
"srqid640","drqid1262"
"srqid640","drqid565"
"srqid640","drqid3413"
"srqid640","drqid344"
"srqid640","drqid1372"
"srqid640","drqid2323"
"srqid641","drqid3063"
"srqid641","drqid2933"
"srqid641","drqid70"
"srqid642","drqid2825"
"srqid642","drqid987"
"srqid642","drqid1024"
"srqid642","drqid2549"
"srqid642","drqid2043"
"srqid643","drqid972"
"srqid643","drqid3399"
"srqid643","drqid351"
"srqid643","drqid3692"
"srqid643","drqid1633"
"srqid643","drqid2421"
"srqid643","drqid2427"
"srqid643","drqid182"
"srqid643","drqid3173"
"srqid644","drqid1660"
"srqid644","drqid341"
"srqid644","drqid2092"
"srqid644","drqid76"
"srqid644","drqid78"
"srqid645","drqid2330"
"srqid645","drqid2747"
"srqid645","drqid237"
"srqid645","drqid2809"
"srqid645","drqid3532"
"srqid645","drqid3467"
"srqid645","drqid789"
"srqid645","drqid2843"
"srqid645","drqid3420"
"srqid645","drqid1233"
"srqid645","drqid3595"
"srqid645","drqid3987"
"srqid646","drqid3670"
"srqid646","drqid623"
"srqid646","drqid1846"
"srqid647","drqid3007"
"srqid647","drqid2585"
"srqid647","drqid3882"
"srqid648","drqid140"
"srqid648","drqid3854"
"srqid648","drqid985"
"srqid649","drqid2984"
"srqid649","drqid637"
"srqid649","drqid1596"
"srqid649","drqid3684"
"srqid649","drqid1973"
"srqid650","drqid1001"
"srqid650","drqid3770"
"srqid650","drqid3808"
"srqid650","drqid3157"
"srqid650","drqid3520"
"srqid650","drqid3901"
"srqid650","drqid3128"
"srqid650","drqid3834"
"srqid650","drqid2828"
"srqid651","drqid1712"
"srqid651","drqid2399"
"srqid651","drqid3391"
"srqid651","drqid475"
"srqid652","drqid1787"
"srqid652","drqid730"
"srqid652","drqid2333"
"srqid652","drqid137"
"srqid652","drqid3347"
"srqid652","drqid3630"
"srqid652","drqid3712"
"srqid652","drqid420"
"srqid652","drqid2365"
"srqid652","drqid1147"
"srqid652","drqid2079"
"srqid652","drqid1362"
"srqid653","drqid1103"
"srqid653","drqid993"
"srqid653","drqid3791"
"srqid653","drqid3799"
"srqid653","drqid1765"
"srqid653","drqid2176"
"srqid653","drqid2917"
"srqid654","drqid1763"
"srqid654","drqid3296"
"srqid654","drqid269"
"srqid654","drqid631"
"srqid654","drqid1406"
"srqid654","drqid3950"
"srqid655","drqid1569"
"srqid655","drqid241"
"srqid655","drqid27"
"srqid655","drqid2829"
"srqid655","drqid1392"
"srqid655","drqid2577"
"srqid656","drqid1008"
"srqid656","drqid947"
"srqid656","drqid2127"
"srqid656","drqid3258"
"srqid656","drqid3079"
"srqid657","drqid3424"
"srqid657","drqid3963"
"srqid657","drqid205"
"srqid657","drqid652"
"srqid657","drqid954"
"srqid657","drqid3129"
"srqid657","drqid3679"
"srqid658","drqid3359"
"srqid658","drqid997"
"srqid658","drqid1942"
"srqid658","drqid2502"
"srqid659","drqid2297"
"srqid659","drqid3727"
"srqid659","drqid2552"
"srqid659","drqid3479"
"srqid660","drqid348"
"srqid660","drqid892"
"srqid660","drqid326"
"srqid660","drqid1407"
"srqid660","drqid677"
"srqid661","drqid2093"
"srqid661","drqid1091"
"srqid661","drqid420"
"srqid661","drqid817"
"srqid662","drqid482"
"srqid662","drqid1407"
"srqid662","drqid1829"
"srqid662","drqid3310"
"srqid663","drqid1101"
"srqid663","drqid3039"
"srqid663","drqid616"
"srqid663","drqid822"
"srqid663","drqid2341"
"srqid663","drqid2466"
"srqid663","drqid1573"
"srqid663","drqid2240"
"srqid663","drqid313"
"srqid664","drqid1417"
"srqid664","drqid2185"
"srqid664","drqid1597"
"srqid664","drqid75"
"srqid665","drqid2680"
"srqid665","drqid3297"
"srqid665","drqid1609"
"srqid665","drqid535"
"srqid665","drqid2256"
"srqid665","drqid3637"
"srqid665","drqid3115"
"srqid665","drqid1032"
"srqid665","drqid1219"
"srqid665","drqid2328"
"srqid665","drqid3017"
"srqid665","drqid383"
"srqid665","drqid2364"
"srqid665","drqid2069"
"srqid666","drqid1871"
"srqid666","drqid1890"
"srqid666","drqid3175"
"srqid666","drqid419"
"srqid666","drqid942"
"srqid666","drqid3445"
"srqid666","drqid3733"
"srqid666","drqid676"
"srqid666","drqid3242"
"srqid666","drqid2670"
"srqid666","drqid3747"
"srqid667","drqid3332"
"srqid667","drqid3945"
"srqid667","drqid313"
"srqid667","drqid667"
"srqid667","drqid1336"
"srqid667","drqid212"
"srqid668","drqid706"
"srqid668","drqid947"
"srqid668","drqid2966"
"srqid668","drqid560"
"srqid669","drqid588"
"srqid669","drqid2305"
"srqid669","drqid3293"
"srqid669","drqid2276"
"srqid669","drqid595"
"srqid669","drqid1251"
"srqid669","drqid1544"
"srqid670","drqid1763"
"srqid670","drqid3296"
"srqid670","drqid2743"
"srqid670","drqid1592"
"srqid670","drqid1800"
"srqid670","drqid705"
"srqid670","drqid2816"
"srqid670","drqid3501"
"srqid670","drqid203"
"srqid670","drqid1990"
"srqid670","drqid3162"
"srqid671","drqid1022"
"srqid671","drqid3907"
"srqid671","drqid2918"
"srqid672","drqid2863"
"srqid672","drqid3011"
"srqid672","drqid1078"
"srqid672","drqid2165"
"srqid672","drqid2686"
"srqid672","drqid1157"
"srqid672","drqid2461"
"srqid672","drqid303"
"srqid673","drqid1319"
"srqid673","drqid3282"
"srqid673","drqid508"
"srqid674","drqid672"
"srqid674","drqid1232"
"srqid674","drqid825"
"srqid674","drqid1175"
"srqid674","drqid3165"
"srqid674","drqid2"
"srqid674","drqid2829"
"srqid675","drqid1343"
"srqid675","drqid2979"
"srqid675","drqid3974"
"srqid675","drqid298"
"srqid675","drqid3356"
"srqid676","drqid1263"
"srqid676","drqid3166"
"srqid676","drqid3310"
"srqid677","drqid108"
"srqid677","drqid457"
"srqid677","drqid2490"
"srqid677","drqid2692"
"srqid677","drqid3901"
"srqid678","drqid140"
"srqid678","drqid3854"
"srqid678","drqid2680"
"srqid678","drqid2761"
"srqid678","drqid109"
"srqid678","drqid1786"
"srqid678","drqid826"
"srqid679","drqid2616"
"srqid679","drqid1416"
"srqid679","drqid3610"
"srqid679","drqid2151"
"srqid679","drqid3085"
"srqid679","drqid31"
"srqid679","drqid3315"
"srqid680","drqid1463"
"srqid680","drqid312"
"srqid680","drqid86"
"srqid680","drqid1884"
"srqid680","drqid3358"
"srqid681","drqid1681"
"srqid681","drqid3010"
"srqid681","drqid1660"
"srqid682","drqid1089"
"srqid682","drqid815"
"srqid682","drqid1753"
"srqid682","drqid3246"
"srqid682","drqid3616"
"srqid682","drqid3913"
"srqid683","drqid19"
"srqid683","drqid1080"
"srqid684","drqid3219"
"srqid684","drqid2264"
"srqid685","drqid3495"
"srqid685","drqid3810"
"srqid685","drqid3636"
"srqid686","drqid1438"
"srqid686","drqid1503"
"srqid686","drqid1978"
"srqid686","drqid2314"
"srqid686","drqid455"
"srqid687","drqid1264"
"srqid687","drqid3507"
"srqid687","drqid459"
"srqid687","drqid3662"
"srqid687","drqid3129"
"srqid687","drqid3679"
"srqid688","drqid833"
"srqid688","drqid1213"
"srqid688","drqid900"
"srqid688","drqid1783"
"srqid689","drqid256"
"srqid689","drqid2593"
"srqid689","drqid3068"
"srqid689","drqid1968"
"srqid689","drqid2635"
"srqid689","drqid1126"
"srqid689","drqid2992"
"srqid689","drqid3860"
"srqid689","drqid185"
"srqid689","drqid3365"
"srqid690","drqid1861"
"srqid690","drqid1105"
"srqid690","drqid3309"
"srqid690","drqid761"
"srqid691","drqid1423"
"srqid691","drqid2731"
"srqid691","drqid2873"
"srqid691","drqid2933"
"srqid691","drqid70"
"srqid691","drqid1361"
"srqid691","drqid70"
"srqid692","drqid1313"
"srqid692","drqid2066"
"srqid692","drqid3790"
"srqid693","drqid3604"
"srqid693","drqid2983"
"srqid693","drqid2428"
"srqid693","drqid618"
"srqid694","drqid1017"
"srqid694","drqid3474"
"srqid694","drqid504"
"srqid694","drqid757"
"srqid694","drqid3567"
"srqid694","drqid1317"
"srqid694","drqid3451"
"srqid695","drqid604"
"srqid695","drqid3434"
"srqid695","drqid3559"
"srqid695","drqid1277"
"srqid695","drqid3458"
"srqid696","drqid2148"
"srqid696","drqid3932"
"srqid696","drqid2456"
"srqid696","drqid781"
"srqid697","drqid2429"
"srqid697","drqid3834"
"srqid697","drqid1605"
"srqid697","drqid2800"
"srqid697","drqid293"
"srqid698","drqid3979"
"srqid698","drqid864"
"srqid698","drqid16"
"srqid698","drqid1991"
"srqid698","drqid2280"
"srqid698","drqid2447"
"srqid698","drqid1620"
"srqid698","drqid2748"
"srqid699","drqid2036"
"srqid699","drqid195"
"srqid699","drqid2318"
"srqid699","drqid2818"
"srqid699","drqid2145"
"srqid699","drqid3957"
"srqid699","drqid1358"
"srqid699","drqid2443"
"srqid700","drqid220"
"srqid700","drqid3130"
"srqid700","drqid225"
"srqid700","drqid3937"
"srqid700","drqid2212"
"srqid700","drqid3991"
"srqid700","drqid3375"
"srqid700","drqid2169"
"srqid700","drqid371"
"srqid701","drqid104"
"srqid701","drqid1282"
"srqid701","drqid2145"
"srqid701","drqid1452"
"srqid701","drqid3779"
"srqid702","drqid3445"
"srqid702","drqid3733"
"srqid702","drqid1008"
"srqid703","drqid1035"
"srqid703","drqid3835"
"srqid703","drqid2054"
"srqid703","drqid2837"
"srqid703","drqid1421"
"srqid703","drqid3458"
"srqid703","drqid2491"
"srqid703","drqid3032"
"srqid704","drqid2873"
"srqid704","drqid128"
"srqid704","drqid1784"
"srqid705","drqid2650"
"srqid705","drqid2911"
"srqid705","drqid3533"
"srqid705","drqid2682"
"srqid705","drqid2551"
"srqid705","drqid2561"
"srqid705","drqid2749"
"srqid705","drqid3487"
"srqid705","drqid1209"
"srqid705","drqid3025"
"srqid705","drqid3671"
"srqid705","drqid659"
"srqid706","drqid297"
"srqid706","drqid3351"
"srqid706","drqid1133"
"srqid707","drqid1995"
"srqid707","drqid433"
"srqid707","drqid1601"
"srqid707","drqid3469"
"srqid707","drqid2392"
"srqid707","drqid2719"
"srqid707","drqid1303"
"srqid707","drqid182"
"srqid707","drqid3675"
"srqid707","drqid655"
"srqid708","drqid2639"
"srqid708","drqid653"
"srqid708","drqid1499"
"srqid708","drqid1214"
"srqid708","drqid1774"
"srqid708","drqid3764"
"srqid708","drqid2753"
"srqid708","drqid880"
"srqid709","drqid2275"
"srqid709","drqid337"
"srqid709","drqid3064"
"srqid709","drqid576"
"srqid709","drqid1445"
"srqid709","drqid3685"
"srqid709","drqid3854"
"srqid709","drqid2484"
"srqid709","drqid3464"
"srqid710","drqid3195"
"srqid710","drqid3484"
"srqid710","drqid3806"
"srqid710","drqid2573"
"srqid710","drqid1920"
"srqid710","drqid943"
"srqid711","drqid2056"
"srqid711","drqid2496"
"srqid711","drqid725"
"srqid711","drqid1217"
"srqid711","drqid2975"
"srqid711","drqid3860"
"srqid711","drqid3495"
"srqid712","drqid3421"
"srqid712","drqid3883"
"srqid712","drqid2792"
"srqid712","drqid2838"
"srqid712","drqid660"
"srqid712","drqid1049"
"srqid712","drqid3792"
"srqid713","drqid202"
"srqid713","drqid799"
"srqid713","drqid1463"
"srqid713","drqid1508"
"srqid714","drqid2516"
"srqid714","drqid3472"
"srqid714","drqid412"
"srqid714","drqid979"
"srqid714","drqid1722"
"srqid715","drqid2544"
"srqid715","drqid91"
"srqid715","drqid444"
"srqid715","drqid58"
"srqid716","drqid1232"
"srqid716","drqid825"
"srqid716","drqid1283"
"srqid716","drqid1309"
"srqid716","drqid1737"
"srqid716","drqid2126"
"srqid716","drqid2810"
"srqid716","drqid1371"
"srqid716","drqid3570"
"srqid717","drqid2881"
"srqid717","drqid3574"
"srqid717","drqid3726"
"srqid717","drqid2690"
"srqid717","drqid3849"
"srqid717","drqid2565"
"srqid717","drqid3798"
"srqid718","drqid1504"
"srqid718","drqid787"
"srqid718","drqid2351"
"srqid718","drqid1518"
"srqid718","drqid1728"
"srqid719","drqid644"
"srqid719","drqid919"
"srqid719","drqid2131"
"srqid719","drqid2377"
"srqid719","drqid1126"
"srqid719","drqid2992"
"srqid719","drqid3860"
"srqid719","drqid3749"
"srqid719","drqid1936"
"srqid719","drqid1342"
"srqid719","drqid2694"
"srqid719","drqid496"
"srqid719","drqid2757"
"srqid719","drqid2889"
"srqid720","drqid1647"
"srqid720","drqid3253"
"srqid720","drqid1014"
"srqid720","drqid1410"
"srqid721","drqid3848"
"srqid721","drqid681"
"srqid721","drqid3357"
"srqid722","drqid174"
"srqid722","drqid492"
"srqid722","drqid1205"
"srqid722","drqid1528"
"srqid722","drqid2420"
"srqid722","drqid3242"
"srqid722","drqid241"
"srqid722","drqid2507"
"srqid723","drqid2573"
"srqid723","drqid1386"
"srqid723","drqid3484"
"srqid723","drqid796"
"srqid723","drqid3750"
"srqid723","drqid3875"
"srqid724","drqid1156"
"srqid724","drqid69"
"srqid724","drqid1573"
"srqid724","drqid2331"
"srqid724","drqid3011"
"srqid725","drqid2544"
"srqid725","drqid91"
"srqid725","drqid1123"
"srqid725","drqid2196"
"srqid725","drqid285"
"srqid725","drqid3939"
"srqid726","drqid2368"
"srqid726","drqid1720"
"srqid726","drqid2194"
"srqid726","drqid3481"
"srqid726","drqid949"
"srqid726","drqid959"
"srqid726","drqid1445"
"srqid726","drqid580"
"srqid726","drqid2386"
"srqid726","drqid3629"
"srqid727","drqid3730"
"srqid727","drqid2692"
"srqid728","drqid140"
"srqid728","drqid3854"
"srqid728","drqid1189"
"srqid728","drqid1907"
"srqid728","drqid3503"
"srqid728","drqid1949"
"srqid728","drqid3373"
"srqid728","drqid3881"
"srqid728","drqid672"
"srqid728","drqid1501"
"srqid728","drqid2231"
"srqid728","drqid2726"
"srqid728","drqid250"
"srqid729","drqid2379"
"srqid729","drqid1510"
"srqid729","drqid3378"
"srqid729","drqid239"
"srqid729","drqid482"
"srqid729","drqid2661"
"srqid729","drqid370"
"srqid730","drqid1539"
"srqid730","drqid2021"
"srqid730","drqid221"
"srqid730","drqid2962"
"srqid730","drqid811"
"srqid730","drqid1157"
"srqid730","drqid212"
"srqid730","drqid693"
"srqid730","drqid788"
"srqid730","drqid8"
"srqid730","drqid1985"
