CLASSNAME,SUBCOMPONENTID
PCA4271,SCP11588
PCA35,SCP11593
PCA10,SCP11594
PCA5774,SCP11595
PCA8473,SCP11595
PCA4702,SCP11595
PCA3749,SCP11597
PCA5427,SCP11597
PCA1463,SCP11597
PCA57,SCP11598
PCA8965,SCP11600
PCA6881,SCP11600
PCA4741,SCP11600
PCA38,SCP11601
PCA51,SCP11603
PCA1,SCP11607
PCA5,SCP11609
PCA5684,SCP11611
PCA8587,SCP11611
PCA7297,SCP11611
PCA17,SCP11612
PCA51,SCP11615
PCA59,SCP11617
PCA4355,SCP11618
PCA9088,SCP11618
PCA2425,SCP11618
PCA2028,SCP11620
PCA8700,SCP11620
PCA1355,SCP11620
PCA47,SCP11622
PCA45,SCP11624
PCA6329,SCP11627
PCA4372,SCP11627
PCA1630,SCP11627
PCA4250,SCP11628
PCA5498,SCP11628
PCA6921,SCP11628
PCA6594,SCP11630
PCA3585,SCP11630
PCA9020,SCP11630
PCA7833,SCP11631
PCA6646,SCP11631
PCA3615,SCP11631
PCA1,SCP11636
PCA26,SCP11637
PCA1,SCP11638
PCA5719,SCP11641
PCA1476,SCP11641
PCA5786,SCP11641
PCA38,SCP11642
PCA4408,SCP11643
PCA2882,SCP11643
PCA9265,SCP11643
PCA17,SCP11644
PCA17,SCP11647
PCA15,SCP11651
PCA4090,SCP11657
PCA4871,SCP11657
PCA133,SCP11657
PCA5250,SCP11658
PCA4284,SCP11658
PCA1222,SCP11658
PCA4067,SCP11661
PCA4291,SCP11661
PCA5354,SCP11661
PCA64,SCP11662
PCA7737,SCP11663
PCA7310,SCP11663
PCA2371,SCP11663
PCA9459,SCP11664
PCA3934,SCP11664
PCA840,SCP11664
PCA4613,SCP11666
PCA6394,SCP11666
PCA2998,SCP11666
PCA6989,SCP11668
PCA5078,SCP11668
PCA7940,SCP11668
PCA4965,SCP11669
PCA5048,SCP11669
PCA4112,SCP11669
PCA4231,SCP11675
PCA550,SCP11675
PCA1067,SCP11675
PCA543,SCP11680
PCA3182,SCP11680
PCA2833,SCP11680
PCA23,SCP11681
PCA38,SCP11682
PCA7293,SCP11683
PCA8381,SCP11683
PCA2837,SCP11683
PCA70,SCP11684
PCA41,SCP11687
PCA7207,SCP11688
PCA3898,SCP11688
PCA2733,SCP11688
PCA5078,SCP11690
PCA885,SCP11690
PCA5479,SCP11690
PCA4217,SCP11691
PCA5720,SCP11691
PCA9312,SCP11691
PCA40,SCP11692
PCA24,SCP11697
PCA6177,SCP11701
PCA2696,SCP11701
PCA4490,SCP11701
PCA261,SCP11704
PCA2304,SCP11704
PCA4725,SCP11704
PCA7756,SCP11708
PCA5312,SCP11708
PCA9168,SCP11708
PCA228,SCP11709
PCA5919,SCP11709
PCA7904,SCP11709
PCA18,SCP11710
PCA45,SCP11712
PCA48,SCP11713
PCA23,SCP11717
PCA15,SCP11721
PCA1538,SCP11724
PCA5036,SCP11724
PCA7897,SCP11724
PCA35,SCP11727
PCA63,SCP11728
PCA20,SCP11730
PCA2238,SCP11732
PCA8683,SCP11732
PCA7521,SCP11732
PCA65,SCP11734
PCA2812,SCP11735
PCA7251,SCP11735
PCA855,SCP11735
PCA8352,SCP11738
PCA6717,SCP11738
PCA5303,SCP11738
PCA20,SCP11740
PCA9227,SCP11742
PCA4459,SCP11742
PCA7871,SCP11742
PCA5173,SCP11746
PCA6623,SCP11746
PCA4685,SCP11746
PCA3,SCP11748
PCA6,SCP11750
PCA4,SCP11751
PCA5203,SCP11756
PCA6788,SCP11756
PCA5245,SCP11756
PCA4498,SCP11757
PCA4144,SCP11757
PCA7256,SCP11757
PCA20,SCP11766
PCA4479,SCP11769
PCA6532,SCP11769
PCA4506,SCP11769
PCA24,SCP11770
PCA7121,SCP11772
PCA9026,SCP11772
PCA280,SCP11772
PCA67,SCP11775
PCA15,SCP11778
PCA28,SCP11779
PCA7874,SCP11780
PCA7724,SCP11780
PCA3149,SCP11780
PCA3574,SCP11781
PCA6052,SCP11781
PCA2551,SCP11781
PCA10,SCP11783
PCA6,SCP11787
PCA2940,SCP11790
PCA7348,SCP11790
PCA5097,SCP11790
PCA5564,SCP11791
PCA7413,SCP11791
PCA9704,SCP11791
PCA790,SCP11797
PCA8905,SCP11797
PCA4974,SCP11797
PCA60,SCP11799
PCA968,SCP11802
PCA4619,SCP11802
PCA8084,SCP11802
PCA51,SCP11804
PCA1,SCP11807
PCA5794,SCP11813
PCA6194,SCP11813
PCA6732,SCP11813
PCA1717,SCP11823
PCA2971,SCP11823
PCA2824,SCP11823
PCA519,SCP11824
PCA9773,SCP11824
PCA5969,SCP11824
PCA7952,SCP11828
PCA2532,SCP11828
PCA7656,SCP11828
PCA28,SCP11829
PCA67,SCP11830
PCA3119,SCP11831
PCA611,SCP11831
PCA6103,SCP11831
PCA19,SCP11833
PCA5924,SCP11835
PCA7128,SCP11835
PCA4407,SCP11835
PCA718,SCP11836
PCA1972,SCP11836
PCA3086,SCP11836
PCA12,SCP11839
PCA18,SCP11843
PCA7798,SCP11844
PCA921,SCP11844
PCA2528,SCP11844
PCA40,SCP11845
PCA53,SCP11846
PCA31,SCP11847
PCA1055,SCP11848
PCA1329,SCP11848
PCA5513,SCP11848
PCA36,SCP11853
PCA6,SCP11854
PCA48,SCP11856
PCA53,SCP11860
PCA8264,SCP11860
PCA8019,SCP11860
PCA1516,SCP11861
PCA499,SCP11861
PCA2617,SCP11861
PCA18,SCP11862
PCA8369,SCP11866
PCA2541,SCP11866
PCA9487,SCP11866
PCA54,SCP11867
PCA6781,SCP11868
PCA4269,SCP11868
PCA9786,SCP11868
PCA7444,SCP11879
PCA9154,SCP11879
PCA6585,SCP11879
PCA10,SCP11880
PCA5991,SCP11884
PCA1028,SCP11884
PCA7155,SCP11884
PCA6373,SCP11888
PCA614,SCP11888
PCA6528,SCP11888
PCA14,SCP11889
PCA8183,SCP11891
PCA9856,SCP11891
PCA9855,SCP11891
PCA3160,SCP11894
PCA4925,SCP11894
PCA4072,SCP11894
PCA23,SCP11895
PCA8543,SCP11896
PCA9784,SCP11896
PCA4882,SCP11896
PCA67,SCP11906
PCA3444,SCP11907
PCA3063,SCP11907
PCA563,SCP11907
PCA3272,SCP11910
PCA8047,SCP11910
PCA5795,SCP11910
PCA67,SCP11912
PCA3372,SCP11917
PCA8604,SCP11917
PCA3582,SCP11917
PCA37,SCP11919
PCA32,SCP11920
PCA54,SCP11921
PCA3273,SCP11924
PCA3574,SCP11924
PCA5996,SCP11924
PCA6840,SCP11925
PCA1932,SCP11925
PCA8229,SCP11925
PCA9,SCP11930
PCA33,SCP11932
PCA6610,SCP11934
PCA4248,SCP11934
PCA714,SCP11934
PCA53,SCP11935
PCA37,SCP11938
PCA8405,SCP11939
PCA4036,SCP11939
PCA4999,SCP11939
PCA54,SCP11941
PCA62,SCP11943
PCA4,SCP11945
PCA6666,SCP11946
PCA6172,SCP11946
PCA6326,SCP11946
PCA580,SCP11949
PCA4017,SCP11949
PCA9723,SCP11949
PCA67,SCP11952
PCA64,SCP11953
PCA27,SCP11954
PCA33,SCP11959
PCA68,SCP11960
PCA5211,SCP11961
PCA8963,SCP11961
PCA1264,SCP11961
PCA3509,SCP11963
PCA73,SCP11963
PCA6847,SCP11963
PCA4775,SCP11966
PCA7221,SCP11966
PCA8306,SCP11966
PCA4,SCP11968
PCA1305,SCP11971
PCA2264,SCP11971
PCA7718,SCP11971
PCA9022,SCP11972
PCA2417,SCP11972
PCA2805,SCP11972
PCA7,SCP11974
PCA27,SCP11977
PCA3116,SCP11979
PCA573,SCP11979
PCA8775,SCP11979
PCA45,SCP11981
PCA419,SCP11982
PCA3794,SCP11982
PCA2749,SCP11982
PCA12,SCP11984
PCA3674,SCP11988
PCA8286,SCP11988
PCA7175,SCP11988
PCA1047,SCP11995
PCA7403,SCP11995
PCA8073,SCP11995
PCA4,SCP11996
PCA14,SCP11997
PCA9,SCP12003
PCA8043,SCP12007
PCA8456,SCP12007
PCA8048,SCP12007
PCA3724,SCP12011
PCA5645,SCP12011
PCA6135,SCP12011
PCA2111,SCP12012
PCA8422,SCP12012
PCA4641,SCP12012
PCA59,SCP12013
PCA70,SCP12014
PCA6035,SCP12015
PCA4378,SCP12015
PCA9415,SCP12015
PCA16,SCP12016
PCA37,SCP12018
PCA60,SCP12020
PCA68,SCP12023
PCA58,SCP12026
PCA3768,SCP12027
PCA893,SCP12027
PCA7991,SCP12027
PCA40,SCP12029
PCA9820,SCP12033
PCA4849,SCP12033
PCA9665,SCP12033
PCA46,SCP12034
PCA41,SCP12035
PCA4901,SCP12036
PCA1857,SCP12036
PCA1661,SCP12036
PCA61,SCP12038
PCA6753,SCP12040
PCA5821,SCP12040
PCA6879,SCP12040
PCA1828,SCP12045
PCA7808,SCP12045
PCA1545,SCP12045
PCA163,SCP12049
PCA8746,SCP12049
PCA8976,SCP12049
PCA40,SCP12055
PCA70,SCP12056
PCA11,SCP12059
PCA4507,SCP12063
PCA7206,SCP12063
PCA3967,SCP12063
PCA20,SCP12064
PCA1530,SCP12069
PCA7376,SCP12069
PCA3514,SCP12069
PCA5949,SCP12070
PCA4122,SCP12070
PCA2339,SCP12070
PCA8503,SCP12073
PCA62,SCP12073
PCA1313,SCP12073
PCA8460,SCP12075
PCA711,SCP12075
PCA3640,SCP12075
PCA11,SCP12077
PCA9604,SCP12083
PCA9096,SCP12083
PCA1941,SCP12083
PCA2940,SCP12085
PCA346,SCP12085
PCA3004,SCP12085
PCA20,SCP12087
PCA979,SCP12089
PCA822,SCP12089
PCA3184,SCP12089
PCA30,SCP12091
PCA5932,SCP12096
PCA8896,SCP12096
PCA9514,SCP12096
PCA27,SCP12097
PCA2312,SCP12098
PCA7590,SCP12098
PCA4494,SCP12098
PCA8383,SCP12104
PCA6847,SCP12104
PCA8066,SCP12104
PCA4674,SCP12106
PCA1231,SCP12106
PCA5770,SCP12106
PCA53,SCP12108
PCA6533,SCP12110
PCA7023,SCP12110
PCA7227,SCP12110
PCA4490,SCP12112
PCA1601,SCP12112
PCA4197,SCP12112
PCA4203,SCP12114
PCA3951,SCP12114
PCA277,SCP12114
PCA3302,SCP12115
PCA3190,SCP12115
PCA16,SCP12115
PCA2950,SCP12126
PCA4827,SCP12126
PCA131,SCP12126
PCA9,SCP12132
PCA2588,SCP12133
PCA4609,SCP12133
PCA3929,SCP12133
PCA6,SCP12136
PCA35,SCP12138
PCA63,SCP12141
PCA3175,SCP12142
PCA9880,SCP12142
PCA3717,SCP12142
PCA6321,SCP12144
PCA6634,SCP12144
PCA5954,SCP12144
PCA52,SCP12146
PCA2193,SCP12149
PCA4031,SCP12149
PCA5728,SCP12149
PCA25,SCP12153
PCA2091,SCP12155
PCA7823,SCP12155
PCA3748,SCP12155
PCA37,SCP12159
PCA9602,SCP12160
PCA8837,SCP12160
PCA3011,SCP12160
PCA7121,SCP12162
PCA310,SCP12162
PCA1757,SCP12162
PCA9,SCP12166
PCA7393,SCP12169
PCA4407,SCP12169
PCA4704,SCP12169
PCA45,SCP12171
PCA17,SCP12173
PCA37,SCP12175
PCA13,SCP12178
PCA4776,SCP12180
PCA5644,SCP12180
PCA1127,SCP12180
PCA4753,SCP12182
PCA4547,SCP12182
PCA2153,SCP12182
PCA8957,SCP12191
PCA7550,SCP12191
PCA5532,SCP12191
PCA4980,SCP12193
PCA4842,SCP12193
PCA6984,SCP12193
PCA1070,SCP12195
PCA7132,SCP12195
PCA5890,SCP12195
PCA4796,SCP12196
PCA9999,SCP12196
PCA2816,SCP12196
PCA5087,SCP12198
PCA6308,SCP12198
PCA9783,SCP12198
PCA23,SCP12200
PCA9805,SCP12201
PCA9372,SCP12201
PCA7486,SCP12201
PCA44,SCP12202
PCA9371,SCP12207
PCA4357,SCP12207
PCA1307,SCP12207
PCA34,SCP12211
PCA8571,SCP12212
PCA4121,SCP12212
PCA6847,SCP12212
PCA7832,SCP12213
PCA7329,SCP12213
PCA1539,SCP12213
PCA6393,SCP12215
PCA8595,SCP12215
PCA5671,SCP12215
PCA31,SCP12222
PCA8,SCP12223
PCA47,SCP12227
PCA347,SCP12228
PCA2442,SCP12228
PCA9137,SCP12228
PCA770,SCP12232
PCA3758,SCP12232
PCA2060,SCP12232
PCA57,SCP12233
PCA8067,SCP12237
PCA5686,SCP12237
PCA8588,SCP12237
PCA4,SCP12238
PCA8782,SCP12239
PCA5403,SCP12239
PCA3998,SCP12239
PCA47,SCP12241
PCA3934,SCP12242
PCA8524,SCP12242
PCA2419,SCP12242
PCA7002,SCP12243
PCA6727,SCP12243
PCA6478,SCP12243
PCA9911,SCP12244
PCA7294,SCP12244
PCA365,SCP12244
PCA8,SCP12245
PCA26,SCP12250
PCA3149,SCP12252
PCA7230,SCP12252
PCA4103,SCP12252
PCA6640,SCP12254
PCA4170,SCP12254
PCA5894,SCP12254
PCA4,SCP12256
PCA41,SCP12258
PCA8,SCP12261
PCA33,SCP12262
PCA6518,SCP12263
PCA143,SCP12263
PCA743,SCP12263
PCA20,SCP12265
PCA4754,SCP12266
PCA9237,SCP12266
PCA3215,SCP12266
PCA6783,SCP12267
PCA7469,SCP12267
PCA5291,SCP12267
PCA44,SCP12268
PCA1274,SCP12276
PCA2797,SCP12276
PCA1267,SCP12276
PCA29,SCP12277
PCA9279,SCP12279
PCA5754,SCP12279
PCA2009,SCP12279
PCA3991,SCP12280
PCA7676,SCP12280
PCA3312,SCP12280
PCA3077,SCP12282
PCA2226,SCP12282
PCA6535,SCP12282
PCA34,SCP12288
PCA2,SCP12290
PCA60,SCP12294
PCA8448,SCP12297
PCA3546,SCP12297
PCA4504,SCP12297
PCA5197,SCP12298
PCA2716,SCP12298
PCA6732,SCP12298
PCA59,SCP12299
PCA5,SCP12300
PCA532,SCP12302
PCA535,SCP12302
PCA1977,SCP12302
PCA67,SCP12308
PCA36,SCP12309
PCA47,SCP12310
PCA4365,SCP12311
PCA4777,SCP12311
PCA5071,SCP12311
PCA4,SCP12314
PCA46,SCP12316
PCA48,SCP12319
PCA67,SCP12321
PCA30,SCP12322
PCA2,SCP12323
PCA4472,SCP12328
PCA2831,SCP12328
PCA7703,SCP12328
PCA25,SCP12331
PCA8262,SCP12333
PCA135,SCP12333
PCA8746,SCP12333
PCA52,SCP12334
PCA6475,SCP12335
PCA3590,SCP12335
PCA393,SCP12335
PCA39,SCP12336
PCA8295,SCP12339
PCA7376,SCP12339
PCA6699,SCP12339
PCA50,SCP12340
PCA6111,SCP12348
PCA7748,SCP12348
PCA3196,SCP12348
PCA12,SCP12357
PCA68,SCP12358
PCA1,SCP12359
PCA9003,SCP12360
PCA540,SCP12360
PCA8363,SCP12360
PCA3226,SCP12363
PCA9377,SCP12363
PCA6277,SCP12363
PCA14,SCP12365
PCA9742,SCP12370
PCA5533,SCP12370
PCA1469,SCP12370
PCA41,SCP12371
PCA12,SCP12372
PCA67,SCP12374
PCA6170,SCP12377
PCA2412,SCP12377
PCA1753,SCP12377
PCA9398,SCP12379
PCA2457,SCP12379
PCA2901,SCP12379
PCA12,SCP12382
PCA2444,SCP12383
PCA5706,SCP12383
PCA2684,SCP12383
PCA43,SCP12385
PCA2,SCP12386
PCA5627,SCP12387
PCA6667,SCP12387
PCA1061,SCP12387
PCA59,SCP12388
PCA6783,SCP12391
PCA5947,SCP12391
PCA9109,SCP12391
PCA6758,SCP12397
PCA6263,SCP12397
PCA3448,SCP12397
PCA7871,SCP12398
PCA806,SCP12398
PCA2462,SCP12398
PCA20,SCP12404
PCA16,SCP12405
PCA6816,SCP12409
PCA2526,SCP12409
PCA4233,SCP12409
PCA51,SCP12411
PCA59,SCP12413
PCA8037,SCP12415
PCA6074,SCP12415
PCA7801,SCP12415
PCA3685,SCP12417
PCA1153,SCP12417
PCA397,SCP12417
PCA6398,SCP12419
PCA7398,SCP12419
PCA2369,SCP12419
PCA67,SCP12421
PCA7119,SCP12424
PCA7097,SCP12424
PCA3092,SCP12424
PCA54,SCP12431
PCA8406,SCP12435
PCA8251,SCP12435
PCA6125,SCP12435
PCA48,SCP12437
PCA42,SCP12438
PCA5,SCP12439
PCA7358,SCP12440
PCA7945,SCP12440
PCA1166,SCP12440
PCA32,SCP12441
PCA7,SCP12442
PCA812,SCP12443
PCA8411,SCP12443
PCA6208,SCP12443
PCA9444,SCP12444
PCA6172,SCP12444
PCA8229,SCP12444
PCA3264,SCP12447
PCA8880,SCP12447
PCA2433,SCP12447
PCA6395,SCP12449
PCA3616,SCP12449
PCA889,SCP12449
PCA4774,SCP12450
PCA7820,SCP12450
PCA3900,SCP12450
PCA6398,SCP12451
PCA1294,SCP12451
PCA2798,SCP12451
PCA3415,SCP12453
PCA318,SCP12453
PCA4135,SCP12453
PCA9662,SCP12454
PCA806,SCP12454
PCA3453,SCP12454
PCA3,SCP12455
PCA3059,SCP12457
PCA1580,SCP12457
PCA4826,SCP12457
PCA6575,SCP12458
PCA3473,SCP12458
PCA3430,SCP12458
PCA3968,SCP12461
PCA80,SCP12461
PCA7618,SCP12461
PCA330,SCP12468
PCA1401,SCP12468
PCA4625,SCP12468
PCA4570,SCP12470
PCA1394,SCP12470
PCA1557,SCP12470
PCA29,SCP12471
PCA45,SCP12473
PCA3,SCP12475
PCA62,SCP12479
PCA1965,SCP12481
PCA559,SCP12481
PCA3686,SCP12481
PCA7,SCP12482
PCA4629,SCP12484
PCA9227,SCP12484
PCA9547,SCP12484
PCA1046,SCP12485
PCA9083,SCP12485
PCA5883,SCP12485
PCA7596,SCP12486
PCA8189,SCP12486
PCA5702,SCP12486
PCA66,SCP12487
PCA15,SCP12492
PCA43,SCP12493
PCA62,SCP12496
PCA2918,SCP12499
PCA3388,SCP12499
PCA4901,SCP12499
PCA34,SCP12501
PCA7014,SCP12503
PCA144,SCP12503
PCA8141,SCP12503
PCA24,SCP12506
PCA8012,SCP12507
PCA6551,SCP12507
PCA6809,SCP12507
PCA7045,SCP12508
PCA8153,SCP12508
PCA5905,SCP12508
PCA29,SCP12510
PCA1,SCP12511
PCA9248,SCP12512
PCA7877,SCP12512
PCA9451,SCP12512
PCA50,SCP12517
PCA23,SCP12518
PCA6701,SCP12519
PCA9933,SCP12519
PCA1002,SCP12519
PCA4577,SCP12520
PCA1328,SCP12520
PCA6643,SCP12520
PCA1081,SCP12522
PCA8531,SCP12522
PCA2295,SCP12522
PCA7473,SCP12526
PCA5127,SCP12526
PCA9958,SCP12526
PCA3876,SCP12528
PCA8815,SCP12528
PCA1342,SCP12528
PCA2393,SCP12530
PCA3853,SCP12530
PCA6531,SCP12530
PCA47,SCP12532
PCA3,SCP12533
PCA2915,SCP12536
PCA1310,SCP12536
PCA2617,SCP12536
PCA59,SCP12539
PCA30,SCP12542
PCA2,SCP12543
PCA11,SCP12549
PCA32,SCP12550
PCA11,SCP12551
PCA1,SCP12552
PCA8416,SCP12556
PCA7580,SCP12556
PCA9572,SCP12556
PCA5561,SCP12557
PCA2258,SCP12557
PCA4059,SCP12557
PCA2,SCP12559
PCA4046,SCP12569
PCA1626,SCP12569
PCA2486,SCP12569
PCA4448,SCP12570
PCA1620,SCP12570
PCA287,SCP12570
PCA7276,SCP12571
PCA2738,SCP12571
PCA4886,SCP12571
PCA28,SCP12575
PCA1080,SCP12577
PCA4521,SCP12577
PCA505,SCP12577
PCA20,SCP12578
PCA9315,SCP12579
PCA2665,SCP12579
PCA4056,SCP12579
PCA69,SCP12580
PCA6873,SCP12581
PCA9229,SCP12581
PCA1034,SCP12581
PCA5890,SCP12587
PCA287,SCP12587
PCA7106,SCP12587
PCA9303,SCP12588
PCA2978,SCP12588
PCA2081,SCP12588
PCA722,SCP12590
PCA3217,SCP12590
PCA5985,SCP12590
PCA17,SCP12593
PCA35,SCP12596
PCA8493,SCP12600
PCA3417,SCP12600
PCA3861,SCP12600
PCA5645,SCP12602
PCA4178,SCP12602
PCA8987,SCP12602
PCA2208,SCP12605
PCA7314,SCP12605
PCA605,SCP12605
PCA1690,SCP12610
PCA3534,SCP12610
PCA9186,SCP12610
PCA8528,SCP12611
PCA9505,SCP12611
PCA8724,SCP12611
PCA1447,SCP12613
PCA4551,SCP12613
PCA7100,SCP12613
PCA153,SCP12618
PCA8012,SCP12618
PCA5607,SCP12618
PCA5507,SCP12624
PCA2824,SCP12624
PCA5594,SCP12624
PCA3,SCP12629
PCA2766,SCP12631
PCA1931,SCP12631
PCA5970,SCP12631
PCA7887,SCP12632
PCA750,SCP12632
PCA3791,SCP12632
PCA26,SCP12634
PCA41,SCP12641
PCA7871,SCP12643
PCA8759,SCP12643
PCA2684,SCP12643
PCA7936,SCP12645
PCA7531,SCP12645
PCA7657,SCP12645
PCA1,SCP12646
PCA6,SCP12649
PCA6689,SCP12651
PCA3940,SCP12651
PCA8315,SCP12651
PCA33,SCP12654
PCA7620,SCP12656
PCA3649,SCP12656
PCA2402,SCP12656
PCA32,SCP12658
PCA7825,SCP12661
PCA4722,SCP12661
PCA7300,SCP12661
PCA70,SCP12663
PCA51,SCP12665
PCA9131,SCP12666
PCA4975,SCP12666
PCA6415,SCP12666
PCA7983,SCP12667
PCA9543,SCP12667
PCA8911,SCP12667
PCA46,SCP12668
PCA1340,SCP12674
PCA9536,SCP12674
PCA6376,SCP12674
PCA55,SCP12675
PCA7367,SCP12676
PCA1116,SCP12676
PCA8519,SCP12676
PCA46,SCP12677
PCA5003,SCP12678
PCA5644,SCP12678
PCA3571,SCP12678
PCA4262,SCP12679
PCA1689,SCP12679
PCA2404,SCP12679
PCA1385,SCP12683
PCA2757,SCP12683
PCA7800,SCP12683
PCA1798,SCP12684
PCA8779,SCP12684
PCA8758,SCP12684
PCA4334,SCP12690
PCA9851,SCP12690
PCA9166,SCP12690
PCA7028,SCP12694
PCA2441,SCP12694
PCA7604,SCP12694
PCA1414,SCP12695
PCA9792,SCP12695
PCA8731,SCP12695
PCA8296,SCP12698
PCA9465,SCP12698
PCA2611,SCP12698
PCA61,SCP12699
PCA62,SCP12700
PCA37,SCP12701
PCA22,SCP12702
PCA3097,SCP12703
PCA4218,SCP12703
PCA7034,SCP12703
PCA8760,SCP12704
PCA8130,SCP12704
PCA948,SCP12704
PCA56,SCP12705
PCA7056,SCP12706
PCA507,SCP12706
PCA874,SCP12706
PCA2101,SCP12717
PCA6545,SCP12717
PCA838,SCP12717
PCA45,SCP12719
PCA3653,SCP12720
PCA208,SCP12720
PCA6964,SCP12720
PCA6843,SCP12721
PCA9944,SCP12721
PCA4175,SCP12721
PCA8,SCP12723
PCA4215,SCP12724
PCA9616,SCP12724
PCA9089,SCP12724
PCA53,SCP12725
PCA47,SCP12727
PCA11,SCP12730
PCA1283,SCP12731
PCA5565,SCP12731
PCA9074,SCP12731
PCA3,SCP12734
PCA361,SCP12737
PCA7706,SCP12737
PCA2688,SCP12737
PCA31,SCP12738
PCA3322,SCP12738
PCA1585,SCP12738
PCA9092,SCP12741
PCA9360,SCP12741
PCA4524,SCP12741
PCA8,SCP12745
PCA7724,SCP12748
PCA3435,SCP12748
PCA7927,SCP12748
PCA7318,SCP12749
PCA3487,SCP12749
PCA5439,SCP12749
PCA63,SCP12750
PCA17,SCP12752
PCA4258,SCP12755
PCA2755,SCP12755
PCA3607,SCP12755
PCA53,SCP12756
PCA713,SCP12757
PCA6716,SCP12757
PCA6035,SCP12757
PCA5715,SCP12762
PCA5086,SCP12762
PCA4594,SCP12762
PCA16,SCP12763
PCA3130,SCP12764
PCA2844,SCP12764
PCA8218,SCP12764
PCA45,SCP12765
PCA5111,SCP12766
PCA2880,SCP12766
PCA5035,SCP12766
PCA5811,SCP12768
PCA3127,SCP12768
PCA457,SCP12768
PCA70,SCP12771
PCA59,SCP12774
PCA1058,SCP12775
PCA3864,SCP12775
PCA9791,SCP12775
PCA28,SCP12776
PCA4119,SCP12777
PCA1296,SCP12777
PCA3317,SCP12777
PCA41,SCP12778
PCA8,SCP12779
PCA19,SCP12780
PCA6757,SCP12781
PCA8056,SCP12781
PCA4199,SCP12781
PCA42,SCP12782
PCA34,SCP12785
PCA9327,SCP12788
PCA423,SCP12788
PCA1662,SCP12788
PCA10,SCP12789
PCA27,SCP12796
PCA22,SCP12797
PCA8729,SCP12798
PCA5965,SCP12798
PCA5545,SCP12798
PCA1776,SCP12800
PCA8552,SCP12800
PCA1867,SCP12800
PCA9339,SCP12806
PCA3928,SCP12806
PCA4148,SCP12806
PCA39,SCP12809
PCA70,SCP12810
PCA3938,SCP12811
PCA4200,SCP12811
PCA2605,SCP12811
PCA9698,SCP12813
PCA9686,SCP12813
PCA3610,SCP12813
PCA66,SCP12815
PCA66,SCP12817
PCA7690,SCP12822
PCA1448,SCP12822
PCA7238,SCP12822
PCA28,SCP12826
PCA3468,SCP12827
PCA6458,SCP12827
PCA1392,SCP12827
PCA51,SCP12828
PCA745,SCP12832
PCA5526,SCP12832
PCA6596,SCP12832
PCA48,SCP12833
PCA1380,SCP12835
PCA8313,SCP12835
PCA7891,SCP12835
PCA50,SCP12837
PCA1995,SCP12839
PCA7493,SCP12839
PCA9411,SCP12839
PCA9123,SCP12840
PCA560,SCP12840
PCA9804,SCP12840
PCA36,SCP12841
PCA29,SCP12842
PCA8,SCP12843
PCA39,SCP12845
PCA3997,SCP12850
PCA4866,SCP12850
PCA5843,SCP12850
PCA880,SCP12852
PCA1046,SCP12852
PCA9143,SCP12852
PCA3073,SCP12856
PCA5230,SCP12856
PCA690,SCP12856
PCA63,SCP12858
PCA37,SCP12864
PCA7,SCP12867
PCA67,SCP12869
PCA8789,SCP12873
PCA9353,SCP12873
PCA1718,SCP12873
PCA826,SCP12874
PCA7179,SCP12874
PCA3569,SCP12874
PCA2235,SCP12880
PCA4978,SCP12880
PCA4042,SCP12880
PCA22,SCP12882
PCA174,SCP12884
PCA5590,SCP12884
PCA9797,SCP12884
PCA53,SCP12885
PCA6074,SCP12893
PCA7109,SCP12893
PCA4473,SCP12893
PCA8387,SCP12902
PCA9270,SCP12902
PCA9846,SCP12902
PCA32,SCP12905
PCA2413,SCP12906
PCA4794,SCP12906
PCA2935,SCP12906
PCA9552,SCP12908
PCA135,SCP12908
PCA305,SCP12908
PCA25,SCP12912
PCA36,SCP12914
PCA9381,SCP12917
PCA9372,SCP12917
PCA1627,SCP12917
PCA34,SCP12925
PCA6863,SCP12932
PCA832,SCP12932
PCA2946,SCP12932
PCA50,SCP12936
PCA25,SCP12940
PCA4,SCP12942
PCA8307,SCP12945
PCA1544,SCP12945
PCA1896,SCP12945
PCA26,SCP12946
PCA17,SCP12947
PCA46,SCP12948
PCA2423,SCP12952
PCA3159,SCP12952
PCA6260,SCP12952
PCA7481,SCP12954
PCA3320,SCP12954
PCA1670,SCP12954
PCA62,SCP12960
PCA54,SCP12962
PCA2554,SCP12964
PCA1396,SCP12964
PCA4658,SCP12964
PCA57,SCP12968
PCA13,SCP12970
PCA58,SCP12972
PCA61,SCP12974
PCA35,SCP12978
PCA31,SCP12979
PCA4927,SCP12985
PCA1196,SCP12985
PCA8218,SCP12985
PCA2833,SCP12992
PCA1673,SCP12992
PCA1959,SCP12992
PCA2741,SCP12993
PCA6015,SCP12993
PCA9866,SCP12993
PCA2387,SCP12995
PCA3840,SCP12995
PCA8621,SCP12995
PCA31,SCP12996
PCA63,SCP12997
PCA5062,SCP13002
PCA389,SCP13002
PCA7991,SCP13002
PCA8119,SCP13004
PCA7536,SCP13004
PCA5278,SCP13004
PCA7389,SCP13005
PCA7976,SCP13005
PCA9976,SCP13005
PCA5582,SCP13011
PCA2130,SCP13011
PCA5082,SCP13011
PCA33,SCP13013
PCA40,SCP13014
PCA31,SCP13022
PCA13,SCP13023
PCA62,SCP13024
PCA57,SCP13025
PCA9,SCP13035
PCA22,SCP13036
PCA3133,SCP13037
PCA4867,SCP13037
PCA7177,SCP13037
PCA8809,SCP13040
