"SUBCOMPONENTID","COMPONENTID"
"SCP11833","CP9655"
"SCP11833","CP8420"
"SCP11833","CP9950"
"SCP11835","CP938"
"SCP11835","CP2013"
"SCP11835","CP3580"
"SCP11838","CP3965"
"SCP11838","CP322"
"SCP11838","CP4721"
"SCP11840","CP70"
"SCP11843","CP7491"
"SCP11843","CP66"
"SCP11843","CP2965"
"SCP11846","CP53"
"SCP11848","CP8080"
"SCP11848","CP7172"
"SCP11848","CP2401"
"SCP11853","CP5050"
"SCP11853","CP6223"
"SCP11853","CP271"
"SCP11854","CP18"
"SCP11856","CP58"
"SCP11862","CP70"
"SCP11872","CP371"
"SCP11872","CP87"
"SCP11872","CP5936"
"SCP11875","CP5077"
"SCP11875","CP770"
"SCP11875","CP9507"
"SCP11877","CP8920"
"SCP11877","CP8862"
"SCP11877","CP3589"
"SCP11878","CP60"
"SCP11879","CP21"
"SCP11881","CP2797"
"SCP11881","CP517"
"SCP11881","CP971"
"SCP11882","CP42"
"SCP11883","CP8209"
"SCP11883","CP1118"
"SCP11883","CP4104"
"SCP11885","CP338"
"SCP11885","CP5147"
"SCP11885","CP1055"
"SCP11893","CP4230"
"SCP11893","CP5320"
"SCP11893","CP1055"
"SCP11896","CP2"
"SCP11897","CP22"
"SCP11899","CP4571"
"SCP11899","CP3122"
"SCP11899","CP4151"
"SCP11903","CP7821"
"SCP11903","CP3575"
"SCP11903","CP8414"
"SCP11904","CP3664"
"SCP11904","CP2110"
"SCP11904","CP2207"
"SCP11906","CP1506"
"SCP11906","CP2375"
"SCP11906","CP152"
"SCP11911","CP8847"
"SCP11911","CP7779"
"SCP11911","CP1624"
"SCP11913","CP26"
"SCP11918","CP9565"
"SCP11918","CP5997"
"SCP11918","CP2218"
"SCP11919","CP3822"
"SCP11919","CP7680"
"SCP11919","CP5199"
"SCP11922","CP40"
"SCP11924","CP5"
"SCP11925","CP2619"
"SCP11925","CP2276"
"SCP11925","CP8242"
"SCP11926","CP8243"
"SCP11926","CP7367"
"SCP11926","CP9617"
"SCP11928","CP6059"
"SCP11928","CP8551"
"SCP11928","CP8197"
"SCP11929","CP27"
"SCP11934","CP5952"
"SCP11934","CP5338"
"SCP11934","CP1602"
"SCP11936","CP10"
"SCP11937","CP757"
"SCP11937","CP9918"
"SCP11937","CP4412"
"SCP11942","CP53"
"SCP11944","CP7579"
"SCP11944","CP4290"
"SCP11944","CP2692"
"SCP11945","CP45"
"SCP11947","CP3"
"SCP11949","CP11"
"SCP11951","CP1985"
"SCP11951","CP8225"
"SCP11951","CP2965"
"SCP11953","CP6788"
"SCP11953","CP358"
"SCP11953","CP9556"
"SCP11957","CP46"
"SCP11960","CP16"
"SCP11962","CP58"
"SCP11964","CP3643"
"SCP11964","CP6043"
"SCP11964","CP3215"
"SCP11967","CP6662"
"SCP11967","CP9683"
"SCP11967","CP8808"
"SCP11975","CP22"
"SCP11979","CP10"
"SCP11982","CP7457"
"SCP11982","CP5884"
"SCP11982","CP3142"
"SCP11986","CP70"
"SCP11986","CP4032"
"SCP11986","CP5440"
"SCP11989","CP4948"
"SCP11989","CP4207"
"SCP11989","CP9717"
"SCP11990","CP57"
"SCP11993","CP7541"
"SCP11993","CP710"
"SCP11993","CP2247"
"SCP11995","CP67"
"SCP11998","CP9231"
"SCP11998","CP1145"
"SCP11998","CP1732"
"SCP12001","CP22"
"SCP12005","CP6130"
"SCP12005","CP6000"
"SCP12005","CP23"
"SCP12006","CP5172"
"SCP12006","CP6336"
"SCP12006","CP2658"
"SCP12011","CP19"
"SCP12019","CP50"
"SCP12020","CP25"
"SCP12023","CP67"
"SCP12024","CP43"
"SCP12026","CP3868"
"SCP12026","CP3071"
"SCP12026","CP4197"
"SCP12028","CP2631"
"SCP12028","CP4159"
"SCP12028","CP7775"
"SCP12030","CP45"
"SCP12033","CP50"
"SCP12034","CP64"
"SCP12035","CP1877"
"SCP12035","CP4847"
"SCP12035","CP8858"
"SCP12043","CP20"
"SCP12045","CP50"
"SCP12047","CP1026"
"SCP12047","CP6340"
"SCP12047","CP6183"
"SCP12051","CP519"
"SCP12051","CP1703"
"SCP12051","CP1067"
"SCP12052","CP22"
"SCP12058","CP66"
"SCP12060","CP58"
"SCP12061","CP3376"
"SCP12061","CP5801"
"SCP12061","CP3226"
"SCP12062","CP43"
"SCP12068","CP24"
"SCP12073","CP4560"
"SCP12073","CP6429"
"SCP12073","CP3060"
"SCP12077","CP8694"
"SCP12077","CP7293"
"SCP12077","CP9888"
"SCP12081","CP1939"
"SCP12081","CP9585"
"SCP12081","CP5864"
"SCP12084","CP5890"
"SCP12084","CP787"
"SCP12084","CP2483"
"SCP12091","CP28"
"SCP12092","CP11"
"SCP12096","CP23"
"SCP12098","CP33"
"SCP12101","CP20"
"SCP12103","CP5485"
"SCP12103","CP7567"
"SCP12103","CP7892"
"SCP12104","CP62"
"SCP12106","CP63"
"SCP12107","CP4221"
"SCP12107","CP8929"
"SCP12107","CP4183"
"SCP12108","CP8949"
"SCP12108","CP4579"
"SCP12108","CP8433"
"SCP12111","CP8367"
"SCP12111","CP5037"
"SCP12111","CP1272"
"SCP12115","CP3"
"SCP12123","CP8"
"SCP12124","CP798"
"SCP12124","CP9301"
"SCP12124","CP3900"
"SCP12126","CP6256"
"SCP12126","CP7408"
"SCP12126","CP2414"
"SCP12127","CP1"
"SCP12130","CP9899"
"SCP12130","CP2852"
"SCP12130","CP1866"
"SCP12131","CP6308"
"SCP12131","CP169"
"SCP12131","CP116"
"SCP12132","CP52"
"SCP12133","CP69"
"SCP12136","CP9099"
"SCP12136","CP1714"
"SCP12136","CP7895"
"SCP12140","CP4578"
"SCP12140","CP1976"
"SCP12140","CP2791"
"SCP12144","CP2891"
"SCP12144","CP3804"
"SCP12144","CP331"
"SCP12149","CP58"
"SCP12152","CP52"
"SCP12156","CP2905"
"SCP12156","CP9031"
"SCP12156","CP1711"
"SCP12157","CP65"
"SCP12163","CP7089"
"SCP12163","CP4359"
"SCP12163","CP4927"
"SCP12166","CP16"
"SCP12167","CP4520"
"SCP12167","CP4428"
"SCP12167","CP7322"
"SCP12168","CP488"
"SCP12168","CP5733"
"SCP12168","CP6873"
"SCP12170","CP3398"
"SCP12170","CP7347"
"SCP12170","CP1818"
"SCP12171","CP35"
"SCP12172","CP4799"
"SCP12172","CP9787"
"SCP12172","CP2589"
"SCP12185","CP5558"
"SCP12185","CP2073"
"SCP12185","CP1708"
"SCP12186","CP21"
"SCP12189","CP3556"
"SCP12189","CP4376"
"SCP12189","CP9301"
"SCP12191","CP5995"
"SCP12191","CP9692"
"SCP12191","CP3587"
"SCP12194","CP62"
"SCP12195","CP67"
"SCP12198","CP13"
"SCP12204","CP15"
"SCP12205","CP5622"
"SCP12205","CP2567"
"SCP12205","CP6091"
"SCP12206","CP1611"
"SCP12206","CP129"
"SCP12206","CP8369"
"SCP12207","CP53"
"SCP12208","CP23"
"SCP12209","CP3269"
"SCP12209","CP4216"
"SCP12209","CP5568"
"SCP12210","CP51"
"SCP12212","CP55"
"SCP12213","CP9557"
"SCP12213","CP612"
"SCP12213","CP2697"
"SCP12214","CP10"
"SCP12220","CP67"
"SCP12222","CP32"
"SCP12225","CP9652"
"SCP12225","CP4855"
"SCP12225","CP77"
"SCP12228","CP150"
"SCP12228","CP8338"
"SCP12228","CP4621"
"SCP12229","CP6080"
"SCP12229","CP6483"
"SCP12229","CP3885"
"SCP12230","CP43"
"SCP12235","CP4"
"SCP12242","CP8720"
"SCP12242","CP7690"
"SCP12242","CP8633"
"SCP12247","CP12"
"SCP12249","CP4491"
"SCP12249","CP2979"
"SCP12249","CP7105"
"SCP12250","CP10"
"SCP12251","CP4796"
"SCP12251","CP4557"
"SCP12251","CP5250"
"SCP12257","CP25"
"SCP12259","CP2"
"SCP12264","CP38"
"SCP12266","CP58"
"SCP12267","CP47"
"SCP12269","CP9933"
"SCP12269","CP2472"
"SCP12269","CP137"
"SCP12270","CP1799"
"SCP12270","CP8872"
"SCP12270","CP7617"
"SCP12272","CP8490"
"SCP12272","CP5158"
"SCP12272","CP6963"
"SCP12276","CP1651"
"SCP12276","CP9881"
"SCP12276","CP6603"
"SCP12277","CP5320"
"SCP12277","CP4510"
"SCP12277","CP8276"
"SCP12278","CP8"
"SCP12279","CP66"
"SCP12282","CP10"
"SCP12289","CP3308"
"SCP12289","CP4968"
"SCP12289","CP5142"
"SCP12296","CP8420"
"SCP12296","CP3627"
"SCP12296","CP7356"
"SCP12297","CP1400"
"SCP12297","CP8452"
"SCP12297","CP7866"
"SCP12298","CP44"
"SCP12299","CP30"
"SCP12301","CP6"
"SCP12303","CP50"
"SCP12308","CP12"
"SCP12309","CP41"
"SCP12311","CP61"
"SCP12312","CP8681"
"SCP12312","CP3171"
"SCP12312","CP7609"
"SCP12314","CP3528"
"SCP12314","CP1075"
"SCP12314","CP3596"
"SCP12319","CP6"
"SCP12322","CP40"
"SCP12323","CP4560"
"SCP12323","CP7845"
"SCP12323","CP8863"
"SCP12325","CP28"
"SCP12326","CP3"
"SCP12327","CP9193"
"SCP12327","CP6365"
"SCP12327","CP5656"
"SCP12328","CP55"
"SCP12329","CP3215"
"SCP12329","CP2524"
"SCP12329","CP2342"
"SCP12330","CP8264"
"SCP12330","CP5553"
"SCP12330","CP4399"
"SCP12335","CP28"
"SCP12337","CP5"
"SCP12340","CP7"
"SCP12341","CP134"
"SCP12341","CP1071"
"SCP12341","CP5526"
"SCP12344","CP7823"
"SCP12344","CP4363"
"SCP12344","CP1897"
"SCP12349","CP25"
"SCP12350","CP2335"
"SCP12350","CP7619"
"SCP12350","CP4152"
"SCP12351","CP4035"
"SCP12351","CP7298"
"SCP12351","CP9081"
"SCP12355","CP4763"
"SCP12355","CP6736"
"SCP12355","CP8726"
"SCP12360","CP9959"
"SCP12360","CP9170"
"SCP12360","CP1189"
"SCP12363","CP8296"
"SCP12363","CP1642"
"SCP12363","CP798"
"SCP12367","CP24"
"SCP12371","CP55"
"SCP12373","CP1499"
"SCP12373","CP1995"
"SCP12373","CP1280"
"SCP12374","CP6171"
"SCP12374","CP6401"
"SCP12374","CP2609"
"SCP12378","CP63"
"SCP12379","CP15"
"SCP12380","CP36"
"SCP12382","CP4050"
"SCP12382","CP4876"
"SCP12382","CP8304"
"SCP12383","CP7195"
"SCP12383","CP8327"
"SCP12383","CP6366"
"SCP12384","CP1359"
"SCP12384","CP7117"
"SCP12384","CP7444"
"SCP12386","CP3822"
"SCP12386","CP1430"
"SCP12386","CP8545"
"SCP12389","CP3136"
"SCP12389","CP6739"
"SCP12389","CP7931"
"SCP12391","CP7823"
"SCP12391","CP8539"
"SCP12391","CP4611"
"SCP12396","CP22"
"SCP12397","CP7650"
"SCP12397","CP6992"
"SCP12397","CP2880"
"SCP12398","CP1588"
"SCP12398","CP3432"
"SCP12398","CP7625"
"SCP12401","CP130"
"SCP12401","CP5527"
"SCP12401","CP4264"
"SCP12402","CP27"
"SCP12403","CP225"
"SCP12403","CP8238"
"SCP12403","CP4410"
"SCP12404","CP21"
"SCP12405","CP9137"
"SCP12405","CP6987"
"SCP12405","CP4289"
"SCP12406","CP7309"
"SCP12406","CP9546"
"SCP12406","CP217"
"SCP12410","CP36"
"SCP12420","CP6881"
"SCP12420","CP898"
"SCP12420","CP8493"
"SCP12423","CP8745"
"SCP12423","CP7673"
"SCP12423","CP9124"
"SCP12424","CP3681"
"SCP12424","CP9502"
"SCP12424","CP6428"
"SCP12435","CP9294"
"SCP12435","CP671"
"SCP12435","CP6326"
"SCP12437","CP54"
"SCP12439","CP9755"
"SCP12439","CP6405"
"SCP12439","CP2514"
"SCP12445","CP17"
"SCP12446","CP985"
"SCP12446","CP7493"
"SCP12446","CP7200"
"SCP12447","CP8220"
"SCP12447","CP2142"
"SCP12447","CP8481"
"SCP12449","CP65"
"SCP12453","CP1318"
"SCP12453","CP7584"
"SCP12453","CP7530"
"SCP12459","CP24"
"SCP12463","CP55"
"SCP12465","CP9"
"SCP12468","CP62"
"SCP12473","CP47"
"SCP12475","CP38"
"SCP12477","CP52"
"SCP12479","CP3"
"SCP12480","CP13"
"SCP12484","CP53"
"SCP12490","CP59"
"SCP12496","CP6804"
"SCP12496","CP3952"
"SCP12496","CP7888"
"SCP12499","CP1246"
"SCP12499","CP6834"
"SCP12499","CP7849"
"SCP12501","CP2650"
"SCP12501","CP730"
"SCP12501","CP7736"
"SCP12502","CP5658"
"SCP12502","CP6777"
"SCP12502","CP7516"
"SCP12505","CP48"
"SCP12506","CP6402"
"SCP12506","CP8176"
"SCP12506","CP8948"
"SCP12513","CP1940"
"SCP12513","CP3070"
"SCP12513","CP4433"
"SCP12517","CP28"
"SCP12518","CP19"
"SCP12519","CP9027"
"SCP12519","CP6521"
"SCP12519","CP4168"
"SCP12524","CP1"
"SCP12526","CP22"
"SCP12528","CP6354"
"SCP12528","CP1482"
"SCP12528","CP155"
"SCP12532","CP16"
"SCP12533","CP4702"
"SCP12533","CP3203"
"SCP12533","CP6596"
"SCP12534","CP25"
"SCP12538","CP8559"
"SCP12538","CP443"
"SCP12538","CP6064"
"SCP12539","CP64"
"SCP12541","CP5097"
"SCP12541","CP7079"
"SCP12541","CP6994"
"SCP12542","CP20"
"SCP12545","CP1336"
"SCP12545","CP4114"
"SCP12545","CP4674"
"SCP12554","CP5471"
"SCP12554","CP6384"
"SCP12554","CP6030"
"SCP12555","CP10"
"SCP12558","CP16"
"SCP12559","CP57"
"SCP12562","CP57"
"SCP12565","CP20"
"SCP12566","CP4852"
"SCP12566","CP78"
"SCP12566","CP4785"
"SCP12570","CP40"
"SCP12571","CP9525"
"SCP12571","CP8420"
"SCP12571","CP2160"
"SCP12574","CP48"
"SCP12576","CP194"
"SCP12576","CP2916"
"SCP12576","CP7461"
"SCP12577","CP1824"
"SCP12577","CP2038"
"SCP12577","CP6378"
"SCP12581","CP5328"
"SCP12581","CP7645"
"SCP12581","CP6757"
"SCP12586","CP8046"
"SCP12586","CP7223"
"SCP12586","CP3522"
"SCP12587","CP32"
"SCP12591","CP8971"
"SCP12591","CP3291"
"SCP12591","CP2975"
"SCP12592","CP1311"
"SCP12592","CP7919"
"SCP12592","CP7742"
"SCP12593","CP27"
"SCP12594","CP37"
"SCP12595","CP68"
"SCP12597","CP6975"
"SCP12597","CP6300"
"SCP12597","CP117"
"SCP12599","CP5908"
"SCP12599","CP7012"
"SCP12599","CP5457"
"SCP12600","CP15"
"SCP12601","CP5"
"SCP12602","CP1323"
"SCP12602","CP9047"
"SCP12602","CP2131"
"SCP12604","CP57"
"SCP12609","CP63"
"SCP12613","CP5675"
"SCP12613","CP6885"
"SCP12613","CP1494"
"SCP12614","CP57"
"SCP12615","CP3362"
"SCP12615","CP8539"
"SCP12615","CP9329"
"SCP12621","CP68"
"SCP12624","CP34"
"SCP12628","CP2442"
"SCP12628","CP5190"
"SCP12628","CP1361"
"SCP12629","CP954"
"SCP12629","CP2003"
"SCP12629","CP9525"
"SCP12633","CP67"
"SCP12634","CP57"
"SCP12638","CP6747"
"SCP12638","CP2444"
"SCP12638","CP2771"
"SCP12639","CP102"
"SCP12639","CP5082"
"SCP12639","CP7168"
"SCP12640","CP67"
"SCP12643","CP51"
"SCP12649","CP62"
"SCP12650","CP34"
"SCP12661","CP6208"
"SCP12661","CP4452"
"SCP12661","CP3833"
"SCP12665","CP2111"
"SCP12665","CP8621"
"SCP12665","CP5804"
"SCP12666","CP50"
"SCP12669","CP47"
"SCP12672","CP61"
"SCP12674","CP64"
"SCP12678","CP22"
"SCP12681","CP3028"
"SCP12681","CP242"
"SCP12681","CP1544"
"SCP12682","CP15"
"SCP12683","CP315"
"SCP12683","CP1207"
"SCP12683","CP750"
"SCP12684","CP20"
"SCP12687","CP39"
"SCP12689","CP4328"
"SCP12689","CP9453"
"SCP12689","CP498"
"SCP12692","CP274"
"SCP12692","CP785"
"SCP12692","CP5488"
"SCP12697","CP69"
"SCP12701","CP7020"
"SCP12701","CP6370"
"SCP12701","CP3912"
"SCP12702","CP4"
"SCP12703","CP4408"
"SCP12703","CP6865"
"SCP12703","CP3720"
"SCP12705","CP39"
"SCP12707","CP1172"
"SCP12707","CP8612"
"SCP12707","CP9696"
"SCP12708","CP839"
"SCP12708","CP406"
"SCP12708","CP5845"
"SCP12710","CP4179"
"SCP12710","CP4294"
"SCP12710","CP7261"
"SCP12712","CP4849"
"SCP12712","CP5696"
"SCP12712","CP5337"
"SCP12714","CP25"
"SCP12717","CP4391"
"SCP12717","CP1292"
"SCP12717","CP5493"
"SCP12719","CP51"
"SCP12720","CP63"
"SCP12721","CP2235"
"SCP12721","CP6118"
"SCP12721","CP6896"
"SCP12724","CP6512"
"SCP12724","CP6542"
"SCP12724","CP7751"
"SCP12725","CP4558"
"SCP12725","CP3800"
"SCP12725","CP6865"
"SCP12726","CP24"
"SCP12730","CP2009"
"SCP12730","CP1713"
"SCP12730","CP4801"
"SCP12731","CP1360"
"SCP12731","CP1076"
"SCP12731","CP7845"
"SCP12732","CP5499"
"SCP12732","CP4957"
"SCP12732","CP5578"
"SCP12734","CP3098"
"SCP12734","CP3989"
"SCP12734","CP3231"
"SCP12739","CP3061"
"SCP12739","CP260"
"SCP12739","CP1496"
"SCP12745","CP4672"
"SCP12745","CP9055"
"SCP12745","CP2002"
"SCP12747","CP64"
"SCP12751","CP52"
"SCP12754","CP7507"
"SCP12754","CP4637"
"SCP12754","CP216"
"SCP12760","CP61"
"SCP12763","CP18"
"SCP12772","CP3922"
"SCP12772","CP9912"
"SCP12772","CP3756"
"SCP12774","CP60"
"SCP12777","CP25"
"SCP12778","CP33"
"SCP12780","CP16"
"SCP12783","CP24"
"SCP12784","CP1093"
"SCP12784","CP6381"
"SCP12784","CP1190"
"SCP12785","CP37"
"SCP12786","CP2899"
"SCP12786","CP5402"
"SCP12786","CP9104"
"SCP12789","CP6411"
"SCP12789","CP7346"
"SCP12789","CP6963"
"SCP12790","CP8579"
"SCP12790","CP933"
"SCP12790","CP9700"
"SCP12793","CP102"
"SCP12793","CP2069"
"SCP12793","CP4613"
"SCP12794","CP11"
"SCP12795","CP13"
"SCP12796","CP37"
"SCP12798","CP27"
"SCP12801","CP1568"
"SCP12801","CP9585"
"SCP12801","CP7471"
"SCP12805","CP24"
"SCP12806","CP30"
"SCP12813","CP8088"
"SCP12813","CP3023"
"SCP12813","CP8933"
"SCP12817","CP38"
"SCP12818","CP37"
"SCP12824","CP3340"
"SCP12824","CP8262"
"SCP12824","CP8065"
"SCP12826","CP5481"
"SCP12826","CP7873"
"SCP12826","CP8528"
"SCP12827","CP3706"
"SCP12827","CP1010"
"SCP12827","CP1383"
"SCP12828","CP8465"
"SCP12828","CP7548"
"SCP12828","CP4059"
"SCP12830","CP47"
"SCP12831","CP6068"
"SCP12831","CP2226"
"SCP12831","CP3775"
"SCP12835","CP1768"
"SCP12835","CP8804"
"SCP12835","CP6974"
"SCP12839","CP5299"
"SCP12839","CP8604"
"SCP12839","CP1685"
"SCP12840","CP46"
"SCP12842","CP51"
"SCP12843","CP58"
"SCP12844","CP23"
"SCP12847","CP9545"
"SCP12847","CP7162"
"SCP12847","CP4282"
"SCP12849","CP5"
"SCP12851","CP59"
"SCP12853","CP5290"
"SCP12853","CP2959"
"SCP12853","CP7065"
"SCP12857","CP4682"
"SCP12857","CP1842"
"SCP12857","CP6811"
"SCP12860","CP8"
"SCP12862","CP45"
"SCP12863","CP2172"
"SCP12863","CP8682"
"SCP12863","CP6909"
"SCP12864","CP27"
"SCP12866","CP9975"
"SCP12866","CP9487"
"SCP12866","CP9716"
"SCP12867","CP8657"
"SCP12867","CP4585"
"SCP12867","CP9466"
"SCP12869","CP3126"
"SCP12869","CP6734"
"SCP12869","CP1706"
"SCP12875","CP52"
"SCP12876","CP29"
"SCP12879","CP3455"
"SCP12879","CP6156"
"SCP12879","CP3787"
"SCP12881","CP5595"
"SCP12881","CP637"
"SCP12881","CP4498"
"SCP12884","CP5953"
"SCP12884","CP5897"
"SCP12884","CP7380"
"SCP12885","CP8559"
"SCP12885","CP7765"
"SCP12885","CP7681"
"SCP12886","CP4403"
"SCP12886","CP1779"
"SCP12886","CP3466"
"SCP12890","CP6505"
"SCP12890","CP3129"
"SCP12890","CP5573"
"SCP12893","CP48"
"SCP12895","CP9"
"SCP12899","CP57"
"SCP12901","CP11"
"SCP12904","CP3154"
"SCP12904","CP1783"
"SCP12904","CP5312"
"SCP12908","CP7329"
"SCP12908","CP9791"
"SCP12908","CP6207"
"SCP12909","CP1916"
"SCP12909","CP5240"
"SCP12909","CP250"
"SCP12914","CP10"
"SCP12916","CP35"
"SCP12920","CP4031"
"SCP12920","CP5676"
"SCP12920","CP8551"
"SCP12921","CP59"
"SCP12923","CP9138"
"SCP12923","CP183"
"SCP12923","CP7214"
"SCP12925","CP6583"
"SCP12925","CP9946"
"SCP12925","CP4108"
"SCP12928","CP32"
"SCP12930","CP52"
"SCP12936","CP54"
"SCP12937","CP5980"
"SCP12937","CP530"
"SCP12937","CP7463"
"SCP12938","CP4078"
"SCP12938","CP5897"
"SCP12938","CP841"
"SCP12940","CP21"
"SCP12941","CP15"
"SCP12946","CP7173"
"SCP12946","CP7141"
"SCP12946","CP1405"
"SCP12949","CP23"
"SCP12950","CP30"
"SCP12950","CP3121"
"SCP12950","CP3892"
"SCP12952","CP7401"
"SCP12952","CP833"
"SCP12952","CP101"
"SCP12953","CP17"
"SCP12955","CP3986"
"SCP12955","CP2835"
"SCP12955","CP3233"
"SCP12957","CP5905"
"SCP12957","CP7929"
"SCP12957","CP5816"
"SCP12958","CP6069"
"SCP12958","CP3464"
"SCP12958","CP8758"
"SCP12961","CP23"
"SCP12961","CP7112"
"SCP12961","CP5067"
"SCP12962","CP4095"
"SCP12962","CP7733"
"SCP12962","CP8191"
"SCP12965","CP15"
"SCP12971","CP3926"
"SCP12971","CP4750"
"SCP12971","CP7104"
"SCP12972","CP4109"
"SCP12972","CP6694"
"SCP12972","CP3092"
"SCP12974","CP51"
"SCP12975","CP6125"
"SCP12975","CP567"
"SCP12975","CP1052"
"SCP12981","CP4729"
"SCP12981","CP1021"
"SCP12981","CP6959"
"SCP12982","CP6295"
"SCP12982","CP7445"
"SCP12982","CP6634"
"SCP12985","CP1281"
"SCP12985","CP6127"
"SCP12985","CP321"
"SCP12986","CP33"
"SCP12987","CP2282"
"SCP12987","CP9467"
"SCP12987","CP5169"
"SCP12988","CP9529"
"SCP12988","CP7661"
"SCP12988","CP6384"
"SCP12990","CP38"
"SCP12991","CP25"
"SCP12992","CP2268"
"SCP12992","CP229"
"SCP12992","CP8913"
"SCP12994","CP2"
"SCP12995","CP67"
"SCP12996","CP4626"
"SCP12996","CP4933"
"SCP12996","CP1969"
"SCP12998","CP8073"
"SCP12998","CP9948"
"SCP12998","CP5370"
"SCP13001","CP2514"
"SCP13001","CP1023"
"SCP13001","CP2978"
"SCP13002","CP13"
"SCP13008","CP3880"
"SCP13008","CP6794"
"SCP13008","CP2311"
"SCP13014","CP40"
"SCP13017","CP14"
"SCP13018","CP1808"
"SCP13018","CP5777"
"SCP13018","CP6126"
"SCP13019","CP7825"
"SCP13019","CP159"
"SCP13019","CP1973"
"SCP13020","CP9"
"SCP13021","CP19"
"SCP13025","CP43"
"SCP13026","CP9473"
"SCP13026","CP3863"
"SCP13026","CP988"
"SCP13027","CP27"
"SCP13030","CP9779"
"SCP13030","CP8020"
"SCP13030","CP1"
"SCP13031","CP45"
"SCP13033","CP49"
"SCP13034","CP7437"
"SCP13034","CP1381"
"SCP13034","CP7411"
"SCP13037","CP8"
"SCP13040","CP52"
"SCP13041","CP41"
"SCP13051","CP4258"
"SCP13051","CP4723"
"SCP13051","CP7579"
"SCP13055","CP27"
"SCP13056","CP6044"
"SCP13056","CP3295"
"SCP13056","CP2827"
"SCP13057","CP18"
"SCP13061","CP25"
"SCP13064","CP68"
"SCP13067","CP5713"
"SCP13067","CP2216"
"SCP13067","CP4802"
"SCP13070","CP6000"
"SCP13070","CP5100"
"SCP13070","CP8447"
"SCP13071","CP9151"
"SCP13071","CP3490"
"SCP13071","CP2158"
"SCP13075","CP59"
"SCP13076","CP42"
"SCP13077","CP774"
"SCP13077","CP1561"
"SCP13077","CP4647"
"SCP13080","CP3"
"SCP13084","CP15"
"SCP13088","CP5628"
"SCP13088","CP4483"
"SCP13088","CP4999"
"SCP13092","CP13"
"SCP13093","CP27"
"SCP13094","CP431"
"SCP13094","CP4302"
"SCP13094","CP2255"
"SCP13100","CP60"
"SCP13101","CP704"
"SCP13101","CP3706"
"SCP13101","CP6990"
"SCP13104","CP56"
"SCP13108","CP423"
"SCP13108","CP7273"
"SCP13108","CP1443"
"SCP13109","CP13"
"SCP13111","CP2431"
"SCP13111","CP7158"
"SCP13111","CP4949"
"SCP13112","CP48"
"SCP13113","CP23"
"SCP13115","CP8"
"SCP13116","CP24"
"SCP13118","CP2154"
"SCP13118","CP6408"
"SCP13118","CP5197"
"SCP13125","CP491"
"SCP13125","CP1446"
"SCP13125","CP5821"
"SCP13126","CP68"
"SCP13127","CP35"
"SCP13128","CP41"
"SCP13129","CP38"
"SCP13133","CP10"
"SCP13134","CP2836"
"SCP13134","CP6855"
"SCP13134","CP7435"
"SCP13137","CP1"
"SCP13139","CP2085"
"SCP13139","CP7068"
"SCP13139","CP5646"
"SCP13146","CP37"
"SCP13147","CP5"
"SCP13151","CP4582"
"SCP13151","CP9657"
"SCP13151","CP7070"
"SCP13157","CP32"
"SCP13161","CP58"
"SCP13169","CP9697"
"SCP13169","CP2389"
"SCP13169","CP7353"
"SCP13170","CP4056"
"SCP13170","CP6350"
"SCP13170","CP9781"
"SCP13173","CP34"
"SCP13178","CP2"
"SCP13179","CP9146"
"SCP13179","CP2250"
"SCP13179","CP5216"
"SCP13180","CP67"
"SCP13186","CP11"
"SCP13187","CP65"
"SCP13190","CP6176"
"SCP13190","CP3646"
"SCP13190","CP3"
"SCP13191","CP4484"
"SCP13191","CP2276"
"SCP13191","CP507"
"SCP13193","CP8237"
"SCP13193","CP5136"
"SCP13193","CP7919"
"SCP13197","CP4203"
"SCP13197","CP4154"
"SCP13197","CP4206"
"SCP13199","CP9277"
"SCP13199","CP4241"
"SCP13199","CP2368"
"SCP13202","CP48"
"SCP13206","CP64"
"SCP13208","CP70"
"SCP13210","CP70"
"SCP13212","CP45"
"SCP13217","CP29"
"SCP13220","CP1240"
"SCP13220","CP8677"
"SCP13220","CP1203"
"SCP13224","CP9791"
"SCP13224","CP9024"
"SCP13224","CP8419"
"SCP13225","CP44"
"SCP13226","CP4"
"SCP13228","CP10"
"SCP13231","CP1663"
"SCP13231","CP9027"
"SCP13231","CP4749"
"SCP13232","CP61"
"SCP13233","CP14"
"SCP13234","CP44"
"SCP13236","CP30"
"SCP13238","CP9711"
"SCP13238","CP9121"
"SCP13238","CP3067"
"SCP13240","CP6590"
"SCP13240","CP8704"
"SCP13240","CP9187"
"SCP13242","CP44"
"SCP13244","CP41"
"SCP13248","CP603"
"SCP13248","CP1822"
"SCP13248","CP4484"
"SCP13251","CP2535"
"SCP13251","CP8159"
"SCP13251","CP3362"
"SCP13252","CP9"
"SCP13254","CP5224"
"SCP13254","CP2561"
"SCP13254","CP2824"
"SCP13257","CP7195"
"SCP13257","CP7445"
"SCP13257","CP794"
"SCP13259","CP3551"
"SCP13259","CP541"
"SCP13259","CP1245"
"SCP13260","CP1833"
"SCP13260","CP7716"
"SCP13260","CP6505"
"SCP13261","CP56"
"SCP13262","CP23"
"SCP13263","CP1080"
"SCP13263","CP7269"
"SCP13263","CP2345"
"SCP13264","CP502"
"SCP13264","CP8279"
"SCP13264","CP8272"
"SCP13269","CP69"
"SCP13270","CP5122"
"SCP13270","CP4482"
"SCP13270","CP8618"
