RA_ID,RA_RISK,RA_DESC,RA_LIKELIHOOD,RA_IMPACT,RA_MITIGATED
RA_ID1677,Low,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication14",Low,Low,Y
RA_ID1678,Low,"–removed, must scan Rx from label of drug container14",Low,Catastrophic,Y
RA_ID1679,Medium,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.14",Low,Catastrophic,Y
RA_ID1680,Low,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.14,Medium,Low,Y
RA_ID1681,Low,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.14,Low,High,Y
RA_ID1682,Low,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.14",Low,Low,N
RA_ID1683,Medium,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi14,Low,High,Y
RA_ID1684,Low,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.14,Medium,High,Y
RA_ID1685,Low,A real-time clock must produce timestamps accurate to 10 ms.14,Low,High,Y
RA_ID1686,Low,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)14,Low,Catastrophic,Y
RA_ID1687,Medium,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.14,Low,Low,Y
RA_ID1688,Low,The scanner shall read and authenticate information from the drug’s package label14,Low,Low,Y
RA_ID1689,Low,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.14,Medium,Low,Y
RA_ID1690,Low,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.14,Medium,Low,Y
RA_ID1691,Low,All materials that contact fluid shall be biocompatible14,High,Low,Y
RA_ID1692,Medium,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump14",Low,Catastrophic,Y
RA_ID1693,Low,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.14",Low,Catastrophic,Y
RA_ID1694,High,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.14",Medium,Low,Y
RA_ID1695,Medium,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.14,Medium,Low,Y
RA_ID1696,Low,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided14",Low,High,Y
RA_ID1697,Medium,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.14",High,Low,Y
RA_ID1698,Low,The PCA pump shall have a start button.14,Low,Low,N
RA_ID1699,Medium,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.14,High,Low,Y
RA_ID1700,Low,The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.314,Low,Low,N
RA_ID1701,Medium,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.14",High,Low,Y
RA_ID1702,Low,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.14,Medium,Low,Y
RA_ID1703,Low,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.14,Medium,High,Y
RA_ID1704,Low,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.14,High,Low,Y
RA_ID1705,Medium,"A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.14",High,Low,Y
RA_ID1706,Low,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.14",Low,Catastrophic,Y
RA_ID1707,Medium,tactile response (button press).14,Low,Catastrophic,Y
RA_ID1708,Medium,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.14",Medium,High,Y
RA_ID1709,Medium,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.14",Low,Low,Y
RA_ID1710,Medium,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.14",Low,High,Y
RA_ID1711,Low,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.14",Low,Catastrophic,Y
RA_ID1712,Low,"display of visual information, and14",Low,Low,Y
RA_ID1713,Low,The Control Panel shall provide means to cancel alarm signal inactivation.14,Medium,Low,Y
RA_ID1714,Low,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke14",Low,Catastrophic,Y
RA_ID1715,Medium,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).14",Low,Low,N
RA_ID1716,Medium,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops14",Medium,Low,Y
RA_ID1717,Low,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)14",Low,Catastrophic,Y
RA_ID1718,Low,The control panel must display currently-programmed patient data and physician’s prescription.14,Medium,Catastrophic,Y
RA_ID1719,Low,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated14",Low,Low,Y
RA_ID1720,Medium,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.14,Medium,Low,Y
RA_ID1721,Medium,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop14",Low,Low,N
RA_ID1722,Low,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.14",Low,High,Y
RA_ID1723,Low,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment14,Medium,Low,Y
RA_ID1724,Medium,Alarms shall be issued in order of occurrence.14,Medium,Low,Y
RA_ID1725,High,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.14,Medium,High,N
RA_ID1726,High,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow14",Medium,Low,Y
RA_ID1727,Low,sound of audible alarm14,Low,High,Y
RA_ID1728,Medium,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE14",Medium,Low,Y
RA_ID1729,Low,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.14,Low,Catastrophic,Y
RA_ID1730,Low,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist14",Low,Low,Y
RA_ID1731,Low,Component failure must not harm patient (beyond stopping function).14,Medium,Low,Y
RA_ID1732,Low,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.14,Low,Low,N
RA_ID1733,Low,"If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown14",Low,High,Y
RA_ID1734,Low,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.14",High,Low,Y
RA_ID1735,Low,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops14",Medium,Catastrophic,Y
RA_ID1736,Low,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.14,Medium,Low,Y
RA_ID1737,Medium,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized14,Low,Low,Y
RA_ID1738,Low,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.14,Low,Catastrophic,Y
RA_ID1739,Medium,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.14",Low,Low,Y
RA_ID1740,Low,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.14",High,Low,Y
RA_ID1741,Low,The scanner shall read and authenticate information from the clinician’s badge15,Medium,Low,Y
RA_ID1742,Low,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)15,Low,High,Y
RA_ID1743,Medium,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.15,Medium,High,Y
RA_ID1744,Low,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke15",Low,Low,N
RA_ID1745,Low,The fault log shall record at least 1000 faults before overwriting oldest fault records first.15,Low,Low,Y
RA_ID1746,Low,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.15,Medium,Low,Y
RA_ID1747,Low,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.15",Medium,Low,Y
RA_ID1748,Low,Component failure must not harm patient (beyond stopping function).15,Low,High,Y
RA_ID1749,Medium,The PCA pump shall have a stop button15,Low,High,Y
RA_ID1750,Low,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.15,Low,Low,Y
RA_ID1751,Low,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.15,Low,Low,Y
RA_ID1752,Low,"–requirement removed, Rx read from drug container by scanner15",Low,High,Y
RA_ID1753,Low,–removed all Rx entry via scanner15,Medium,Low,Y
RA_ID1754,High,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.15,Low,High,Y
RA_ID1755,High,"If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown15",High,Low,Y
RA_ID1756,Low,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.15",Low,Low,Y
RA_ID1757,Low,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.15,Low,Catastrophic,Y
RA_ID1758,Low,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.15",Low,Catastrophic,Y
RA_ID1759,Low,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication15",Low,Catastrophic,Y
RA_ID1760,Medium,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.15,Low,Low,Y
RA_ID1761,Low,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow15",Low,Low,Y
RA_ID1762,Medium,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.15",Low,Low,Y
RA_ID1763,Low,The PCA pump shall have a start button.15,Medium,Low,Y
RA_ID1764,Low,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.15,Low,Low,Y
RA_ID1765,Low,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.15,Medium,High,Y
RA_ID1766,Low,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.15,Medium,Low,Y
RA_ID1767,Low,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.15",Low,Low,Y
RA_ID1768,Low,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop15",Medium,Low,Y
RA_ID1769,High,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.15",Low,High,Y
RA_ID1770,Medium,The ICE interface shall allow an authorized clinician to set the duration of clinician-requested boluses through an ICE supervisor user interface.15,Low,Low,Y
RA_ID1771,Low,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump15",Low,Low,Y
RA_ID1772,Low,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.15,Medium,Low,Y
RA_ID1773,Low,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.15,Low,Low,Y
RA_ID1774,Low,The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.315,Low,Catastrophic,Y
RA_ID1775,Low,The PCA pump shall detect downstream occlusion.15,Low,Low,Y
RA_ID1776,Low,The Control Panel shall provide means to cancel alarm signal inactivation.15,Medium,Low,Y
RA_ID1777,Low,sound of audible alarm15,Low,Low,Y
RA_ID1778,Low,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.15",Low,High,Y
RA_ID1779,Low,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.15",Medium,Low,Y
RA_ID1780,Low,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.15,Low,Low,Y
RA_ID1781,Medium,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment15,High,Low,Y
RA_ID1782,Medium,The PCA pump shall detect upstream occlusion.15,Medium,Low,Y
RA_ID1783,Low,The PCA pump shall use a physician’s prescription as device parameters.15,Low,Low,Y
RA_ID1784,Low,The control panel must display currently-programmed patient data and physician’s prescription.15,Medium,High,Y
RA_ID1785,Low,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.15,Low,Catastrophic,Y
RA_ID1786,Low,The event log shall record 30 days of typical events before overwriting oldest event records first.15,Low,High,Y
RA_ID1787,High,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.15",Low,Low,Y
RA_ID1788,Low,A real-time clock must produce timestamps accurate to 10 ms.15,Medium,Low,Y
RA_ID1789,Low,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)15",Low,Low,Y
RA_ID1790,Low,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow15",Medium,High,Y
RA_ID1791,Medium,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.15,Low,Low,Y
RA_ID1792,Low,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.15,High,High,Y
RA_ID1793,Medium,The Control Panel shall provide means to inactivate audible alarms indefinitely15,High,Low,Y
RA_ID1794,Low,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.15",Medium,Low,Y
RA_ID1795,Medium,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.15",Medium,High,N
RA_ID1796,Low,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated15",Low,Catastrophic,Y
RA_ID1797,High,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)15",Low,High,Y
RA_ID1798,Low,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.15",Low,Catastrophic,Y
RA_ID1799,Low,The scanner shall read and authenticate information from the patient’s wristband15,Medium,High,Y
RA_ID1800,Low,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).15",Low,Low,Y
RA_ID1801,Low,Alarms shall be issued in order of occurrence.15,Low,High,Y
RA_ID1802,Low,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.15",Low,Low,Y
RA_ID1803,Low,Patient-requested bolus delivery shall be immediately halted when alarms sound.15,Low,Catastrophic,Y
RA_ID1804,Low,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).15",Low,High,Y
RA_ID1805,High,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized15,Low,Low,N
RA_ID1806,Low,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.15",Medium,Low,Y
RA_ID1807,Medium,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.15,Medium,Low,Y
RA_ID1808,Low,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.15",Low,Low,Y
RA_ID1809,Medium,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).15,Low,Low,Y
RA_ID1810,Low,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.15,High,Low,Y
RA_ID1811,Medium,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.15",Medium,Low,Y
RA_ID1812,Medium,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided15",Low,Catastrophic,Y
RA_ID1813,Low,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.15",Medium,Low,Y
RA_ID1814,High,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.15,Low,High,Y
RA_ID1815,Low,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi15,Medium,Catastrophic,Y
RA_ID1816,Medium,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.15",Low,Low,Y
RA_ID1817,Low,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE15",Medium,Low,Y
RA_ID1818,Low,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.15,Low,Catastrophic,Y
RA_ID1819,Low,"–removed, must scan Rx from label of drug container15",High,Low,Y
RA_ID1820,Low,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.15,Medium,Low,Y
RA_ID1821,Low,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops15",High,Low,Y
RA_ID1822,Medium,The scanner shall read and authenticate information from the drug’s package label15,Medium,High,Y
RA_ID1823,Low,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops15",Medium,Low,Y
RA_ID1824,Medium,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)15,Low,High,Y
RA_ID1825,Medium,The PCA pump shall detect air-in-line embolism (bubble).15,Medium,Low,Y
RA_ID1826,Low,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.15",Medium,Low,Y
RA_ID1827,Low,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.15,Medium,High,Y
RA_ID1828,High,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.15",Low,Low,Y
RA_ID1829,Low,The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate.15,Low,Low,Y
RA_ID1830,Medium,The mechanical pump shall not allow reverse flow from the patient into the pump.15,Low,Catastrophic,N
RA_ID1831,Low,All materials that contact fluid shall be biocompatible15,Low,High,Y
RA_ID1832,High,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions15",Low,Catastrophic,Y
RA_ID1833,Low,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.15,Low,Catastrophic,Y
RA_ID1834,Low,tactile response (button press).15,Medium,High,Y
RA_ID1835,Low,"display of visual information, and15",Low,Catastrophic,Y
RA_ID1836,Medium,Each log entry shall have a time stamp81 with its time of occurrence.15,Medium,High,Y
RA_ID1837,Low,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.15,Medium,Low,N
RA_ID1838,Low,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.15",Low,Low,Y
RA_ID1839,Medium,The PCA pump must not leak current greater than 10 mA15,Medium,Low,Y
RA_ID1840,Low,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.15",Medium,High,N
RA_ID1841,Low,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.15",Low,Low,Y
RA_ID1842,Medium,"A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.15",Low,Low,N
RA_ID1843,Low,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.15,Low,Catastrophic,Y
RA_ID1844,Low,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.15,Low,Low,Y
RA_ID1845,Low,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.15,Low,High,Y
RA_ID1846,Low,Prescribed V T BI and rate shall not exceed the hard limits set by the drug library from the hospital pharmacy for the drug loaded in the PCA pump.15,High,High,Y
RA_ID1847,Low,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.15",Medium,Low,Y
RA_ID1848,Medium,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.15,Medium,Low,Y
RA_ID1849,Medium,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.15,Low,Low,N
RA_ID1850,Low,Clinician-requested bolus delivery shall be immediately halted when alarms sound.15,Low,Low,Y
RA_ID1851,Medium,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.15",Low,High,Y
RA_ID1852,High,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.15,Low,Catastrophic,Y
RA_ID1853,Low,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist15",Low,High,Y
RA_ID1854,Low,The PCA pump shall issue alarms and warnings that require clinician attention.15,Medium,High,Y
RA_ID1855,Low,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.15",Medium,Low,Y
RA_ID1856,Medium,"Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.15",Low,Catastrophic,Y
RA_ID1857,Medium,sound of audible alarm16,Medium,Catastrophic,Y
RA_ID1858,Low,The fault log shall record at least 1000 faults before overwriting oldest fault records first.16,High,High,Y
RA_ID1859,Medium,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.16,High,Low,Y
RA_ID1860,High,The PCA pump shall have a start button.16,Low,High,Y
RA_ID1861,Medium,The Control Panel shall provide means to inactivate audible alarms indefinitely16,Low,High,Y
RA_ID1862,Low,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.16",Medium,Low,Y
RA_ID1863,Medium,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.16",Low,Catastrophic,Y
RA_ID1864,Low,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)16,Low,High,Y
RA_ID1865,Low,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.16,Low,Catastrophic,Y
RA_ID1866,Medium,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).16,Low,Low,Y
RA_ID1867,Low,The ICE interface shall allow an authorized clinician to set the duration of clinician-requested boluses through an ICE supervisor user interface.16,Low,Catastrophic,Y
RA_ID1868,Low,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions16",Low,Low,Y
RA_ID1869,Low,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.16,High,High,Y
RA_ID1870,Medium,The PCA pump shall use a physician’s prescription as device parameters.16,Low,Low,Y
RA_ID1871,Low,Clinician-requested bolus delivery shall be immediately halted when alarms sound.16,Low,Low,Y
RA_ID1872,Low,The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate.16,Medium,Low,Y
RA_ID1873,Low,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump16",Low,Catastrophic,N
RA_ID1874,Low,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.16,Medium,Low,Y
RA_ID1875,Low,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.16",Low,Low,Y
RA_ID1876,Medium,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops16",Low,Low,Y
RA_ID1877,Low,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.16",Low,Low,Y
RA_ID1878,Low,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.16,Low,Low,Y
RA_ID1879,Medium,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.16,Low,Low,Y
RA_ID1880,Low,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated16",Low,Low,Y
RA_ID1881,High,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.16,Medium,Low,Y
