RA_ID,RA_RISK,RA_DESC,RA_LIKELIHOOD,RA_IMPACT,RA_MITIGATED
RA_ID633,Low,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).5",Medium,High,Y
RA_ID634,Low,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)5",Low,High,Y
RA_ID635,Low,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).5",Low,Low,Y
RA_ID636,Low,A real-time clock must produce timestamps accurate to 10 ms.5,Low,Low,Y
RA_ID637,Medium,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.5",Low,High,Y
RA_ID638,Low,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.5,Low,Low,Y
RA_ID639,Medium,–removed all Rx entry via scanner5,Low,Low,Y
RA_ID640,Low,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow5",Medium,Catastrophic,Y
RA_ID641,Low,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.5",Low,Low,Y
RA_ID642,Medium,The ICE interface shall transmit encrypted and authenticated alarms and warnings to the ICE system.5,Low,Low,Y
RA_ID643,Medium,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions5",Medium,Low,Y
RA_ID644,Medium,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated5",Low,Low,Y
RA_ID645,Low,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.5,Low,Low,Y
RA_ID646,Low,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.5,Low,High,Y
RA_ID647,Low,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.5,Medium,Low,Y
RA_ID648,Low,"–removed, must scan Rx from label of drug container5",High,Low,Y
RA_ID649,Low,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).5",Medium,Low,Y
RA_ID650,Medium,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops5",Low,Low,N
RA_ID651,Medium,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.5",Low,Low,Y
RA_ID652,Medium,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.5",Medium,Low,Y
RA_ID653,Medium,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.5",Medium,Low,N
RA_ID654,High,The estimate of remaining battery energy must be accurate to within Xbtty = 25%.5,Medium,Low,Y
RA_ID655,Low,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.5,High,Low,Y
RA_ID656,High,The control panel shall allow authorized clinician bolus request 60 and choice of duration.5,High,Low,Y
RA_ID657,Low,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.5",Medium,Catastrophic,Y
RA_ID658,Low,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.5,Medium,Low,Y
RA_ID659,Low,The PCA pump shall have a stop button5,Low,Low,Y
RA_ID660,Low,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided5",Low,Low,Y
RA_ID661,Medium,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops5",Low,Low,Y
RA_ID662,Low,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.5",Low,Catastrophic,Y
RA_ID663,Low,The PCA pump shall use a physician’s prescription as device parameters.5,Medium,High,Y
RA_ID664,Medium,The scanner shall read and authenticate information from the patient’s wristband5,Low,Catastrophic,Y
RA_ID665,Medium,The Control Panel shall provide means to inactivate audible alarms temporarily for a predefined period of time.5,Low,Low,Y
RA_ID666,Low,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.5,Low,Catastrophic,Y
RA_ID667,Low,"display of visual information, and5",Low,Low,Y
RA_ID668,Medium,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.5",High,Low,Y
RA_ID669,Low,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication5",Low,Catastrophic,Y
RA_ID670,Low,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE5",Low,Low,Y
RA_ID671,Low,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)5,Medium,Low,Y
RA_ID672,Medium,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.5,Medium,Low,Y
RA_ID673,Low,"When an empty-reservoir alarm occurs, the current pump stroke shall be completed prior to stopping the pump.5",Medium,Low,N
RA_ID674,Low,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.5",High,Low,Y
RA_ID675,Medium,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke5",Low,Low,Y
RA_ID676,Low,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.5,Low,High,Y
RA_ID677,Medium,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.5,Low,Low,Y
RA_ID678,Low,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.5",Low,Low,N
RA_ID679,Medium,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.5",Medium,High,Y
RA_ID680,Low,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.5,Medium,High,Y
RA_ID681,Low,") All filled prescriptions (liquid, narcotic pain-killer dispensed by the hospital pharmacy) must be labeled at least visibly with a. Patient name b. Drug code c. Name of drug d. Concentration5",Low,Catastrophic,Y
RA_ID682,Low,The Control Panel shall provide means to cancel alarm signal inactivation.5,Low,Low,Y
RA_ID683,Low,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.5,Low,Low,Y
RA_ID684,Low,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.5,Low,Low,Y
RA_ID685,Medium,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.5,Medium,Catastrophic,Y
RA_ID686,Medium,Alarms shall be issued in order of occurrence.5,Low,Low,Y
RA_ID687,Low,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.5",Low,Catastrophic,Y
RA_ID688,Low,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)5,Low,Low,Y
RA_ID689,Medium,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.5,Low,High,Y
RA_ID690,Medium,The alarm melody of audible alarms signals shall conform to Table AAA.1 of standard IEC 60601-1-8 for drug or fluid delivery. “C d g” shall be used for medium priority alarms; “C d g - C d” shall be used for high priority alarms5,Low,Low,Y
RA_ID691,High,Component failure must not harm patient (beyond stopping function).5,Low,High,Y
RA_ID692,High,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.5,Low,Catastrophic,Y
RA_ID693,Low,The scanner shall read and authenticate information from the drug’s package label5,Low,Low,N
RA_ID694,Medium,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.5,Low,Catastrophic,Y
RA_ID695,Medium,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.5,Low,Low,Y
RA_ID696,Low,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.5,High,Low,Y
RA_ID697,Medium,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.,Low,Catastrophic,Y
RA_ID698,Low,The Control Panel shall provide means to inactivate audible alarms indefinitely,Low,Low,Y
RA_ID699,Low,tactile response (button press).,Medium,Low,Y
RA_ID700,Low,The mechanical pump shall not allow reverse flow from the patient into the pump.,Medium,Low,Y
RA_ID701,Low,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.,Low,High,Y
RA_ID702,High,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.,Medium,High,Y
RA_ID703,Low,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi,Medium,Low,N
RA_ID704,Medium,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.",Low,High,Y
RA_ID705,Medium,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.,Medium,Low,Y
RA_ID706,Medium,The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.,Medium,High,Y
RA_ID707,High,Clinician-requested bolus delivery shall be immediately halted when alarms sound.,Low,High,Y
RA_ID708,Low,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist",Medium,Low,Y
RA_ID709,Medium,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.",Medium,High,Y
RA_ID710,Low,The PCA pump shall detect upstream occlusion.,Medium,Low,Y
RA_ID711,Low,The fault log shall record at least 1000 faults before overwriting oldest fault records first.,Low,Catastrophic,Y
RA_ID712,Medium,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.,Medium,Catastrophic,Y
RA_ID713,Medium,The PCA pump shall detect downstream occlusion.,Low,High,Y
RA_ID714,Medium,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.",Low,Low,Y
RA_ID715,Low,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.",Low,High,Y
RA_ID716,Medium,The control panel must display currently-programmed patient data and physician’s prescription.,Medium,Low,N
RA_ID717,Medium,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.,Low,Low,Y
RA_ID718,Low,The event log shall record 30 days of typical events before overwriting oldest event records first.,Low,Low,Y
RA_ID719,Medium,"After the clinician presses the start button, but before commencing infusion, the values of V T BI and Fbasal are checked against the drug library entry of the drug to be infused.",Medium,Low,Y
RA_ID720,Medium,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.",Medium,High,Y
RA_ID721,Low,"–requirement removed, Rx read from drug container by scanner",Low,Catastrophic,Y
RA_ID722,Low,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.,Medium,Low,Y
RA_ID723,Medium,sound of audible alarm,Low,Low,Y
RA_ID724,High,The PCA pump shall have a start button.,Low,Low,Y
RA_ID725,Low,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.",Low,High,Y
RA_ID726,High,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.",Low,Catastrophic,Y
RA_ID727,Medium,Each log entry shall have a time stamp81 with its time of occurrence.,Medium,Low,N
RA_ID728,Medium,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.",Medium,Low,Y
RA_ID729,Medium,The PCA pump must not leak current greater than 10 mA,Low,Catastrophic,Y
RA_ID730,Medium,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow",Low,Low,Y
RA_ID731,Low,The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.3,Medium,Low,Y
RA_ID732,Low,"Successfully masked faults shall be recorded in the Fault Log, but raise an alarm.",Low,Low,Y
RA_ID733,Low,The PCA pump shall issue alarms and warnings that require clinician attention.,Medium,High,Y
RA_ID734,Low,"If a drug library’s soft limit is violated by the proposed settings, but not a hard limit, a warning is shown to the clinician by the user interface and a distinctive, irritating sound made and recorded in the Event Log.",Low,Low,Y
RA_ID735,Low,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.",Medium,Low,Y
RA_ID736,Low,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.,High,Low,Y
RA_ID737,Low,The PCA pump shall detect battery failure and issue a battery failure alarm,Low,Low,Y
RA_ID738,Low,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.,Medium,Low,Y
RA_ID739,Low,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.",Low,Low,Y
RA_ID740,Low,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.",Low,High,Y
RA_ID741,Medium,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).,Low,Low,Y
RA_ID742,Low,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.,Medium,Catastrophic,Y
RA_ID743,Medium,The ICE interface shall allow an authorized clinician to set the duration of clinician-requested boluses through an ICE supervisor user interface.,Medium,Low,Y
RA_ID744,Low,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.",Low,Catastrophic,Y
RA_ID745,Medium,All materials that contact fluid shall be biocompatible,Medium,Low,Y
RA_ID746,Medium,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.",Low,Low,Y
RA_ID747,Low,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.",Low,Low,Y
RA_ID748,Medium,The PCA pump shall detect air-in-line embolism (bubble).,Medium,Low,Y
RA_ID749,Medium,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).",Medium,Low,Y
RA_ID750,High,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)",Low,Low,Y
RA_ID751,Medium,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).",Medium,Low,Y
RA_ID752,Low,A real-time clock must produce timestamps accurate to 10 ms.,Medium,Low,Y
RA_ID753,High,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.",Medium,High,Y
RA_ID754,Low,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.,Medium,Low,Y
RA_ID755,Medium,–removed all Rx entry via scanner,Low,Low,Y
RA_ID756,Low,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow",High,Low,Y
RA_ID757,High,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.",Low,High,Y
RA_ID758,Low,The ICE interface shall transmit encrypted and authenticated alarms and warnings to the ICE system.,Low,High,Y
RA_ID759,Medium,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions",Low,Catastrophic,Y
RA_ID760,Low,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated",Low,Catastrophic,Y
RA_ID761,Medium,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.,Low,High,N
RA_ID762,Medium,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.,Low,High,Y
RA_ID763,High,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.,High,Low,Y
RA_ID764,Low,"–removed, must scan Rx from label of drug container",Low,High,N
RA_ID765,Medium,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).",Medium,Low,Y
RA_ID766,Low,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops",Low,Low,Y
RA_ID767,High,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.",Low,Low,Y
RA_ID768,Low,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.",Low,Catastrophic,Y
RA_ID769,Low,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.",Low,Low,Y
RA_ID770,Medium,The estimate of remaining battery energy must be accurate to within Xbtty = 25%.,Low,Low,Y
RA_ID771,Low,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.,Medium,Low,N
RA_ID772,Low,The control panel shall allow authorized clinician bolus request 60 and choice of duration.,Low,Low,Y
RA_ID773,Medium,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.",Low,Low,Y
RA_ID774,Medium,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.,High,Low,Y
RA_ID775,Medium,The PCA pump shall have a stop button,Medium,Low,Y
RA_ID776,Low,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided",Low,High,N
RA_ID777,Low,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops",High,Low,Y
RA_ID778,Low,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.",Low,Low,Y
RA_ID779,Low,The PCA pump shall use a physician’s prescription as device parameters.,Low,Low,Y
RA_ID780,Low,The scanner shall read and authenticate information from the patient’s wristband,Low,Low,Y
RA_ID781,Low,The Control Panel shall provide means to inactivate audible alarms temporarily for a predefined period of time.,High,Low,Y
RA_ID782,Medium,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.,Medium,Low,Y
RA_ID783,Low,"display of visual information, and",Medium,Low,Y
RA_ID784,Medium,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.",Low,Low,Y
RA_ID785,Low,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication",Medium,Low,Y
RA_ID786,Low,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE",Low,Low,Y
RA_ID787,Medium,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001),Low,Catastrophic,Y
RA_ID788,High,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.,Low,Low,Y
RA_ID789,Low,"When an empty-reservoir alarm occurs, the current pump stroke shall be completed prior to stopping the pump.",Low,Low,Y
RA_ID790,Low,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.",Medium,High,Y
RA_ID791,Medium,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke",High,Low,N
RA_ID792,Medium,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.,Medium,High,Y
RA_ID793,Medium,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.,Low,Low,Y
RA_ID794,Medium,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.",Low,High,Y
RA_ID795,Low,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.",Low,Low,Y
RA_ID796,Low,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.,Low,Catastrophic,Y
RA_ID797,High,") All filled prescriptions (liquid, narcotic pain-killer dispensed by the hospital pharmacy) must be labeled at least visibly with a. Patient name b. Drug code c. Name of drug d. Concentration",Medium,Catastrophic,Y
RA_ID798,Medium,The Control Panel shall provide means to cancel alarm signal inactivation.,Low,Low,Y
RA_ID799,Low,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.,Medium,Low,Y
RA_ID800,Low,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.,Low,Low,N
