FL_ID,FL_DESC,FL_FO,FL_REPORTEDBY,FL_ASSIGNEDTO,FL_SOLUTION,FL_STATUS
FL_ID7616,The scanner shall read and authenticate information from the patient’s wristband57,CC_ID4269,Ben,Jane,pump fails to prime after loading drug reservoir400,Open
FL_ID7617,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.57,CC_ID4494,Rami,Alex,power-on self test fails400,Open
FL_ID7618,The Control Panel shall provide means to inactivate audible alarms indefinitely57,CC_ID2439,Jerry,Caleb,the drug library fails authenticity or integrity check400,Open
FL_ID7619,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.57",CC_ID3718,Ben,Alex,PCA pump detects its own failure400,Open
FL_ID7620,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.57",CC_ID3091,Rami,Alex,pump temperature exceeds 55 C401,Open
FL_ID7621,The PCA pump must not leak current greater than 10 mA57,CC_ID2736,Ben,Jane,clinician not authorized to operate pump401,Open
FL_ID7622,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE57",CC_ID2618,Ben,Sugandha,basal rate or bolus VTBI exceeded hard limit401,Clossed
FL_ID7623,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.57",CC_ID2980,Ben,Alex,bubble detection401,Open
FL_ID7624,The Control Panel shall provide means to cancel alarm signal inactivation.57,CC_ID4246,Ben,Caleb,power-on self test fails401,Open
FL_ID7625,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.57",CC_ID4312,Ben,Jane,PCA pump detects its own failure401,Open
FL_ID7626,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.57",CC_ID2930,Rami,Caleb,basal rate or bolus VTBI exceeded soft limit401,Open
FL_ID7627,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.57,CC_ID4476,Nasim,Alex,blockage between reservoir and pump401,Open
FL_ID7628,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).57,CC_ID3907,Ben,Caleb,pump fails to prime after loading drug reservoir401,Open
FL_ID7629,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.57",CC_ID3430,Ben,Caleb,patient not admitted to hospital401,Open
FL_ID7630,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.57,CC_ID3520,Nasim,Sugandha,measured flow rate exceeds setting401,Open
FL_ID7631,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.57,CC_ID3430,Rami,Caleb,no audible alarm401,Open
FL_ID7632,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops57",CC_ID3951,Jerry,Alex,drug or prescription not intended for this patient401,Open
FL_ID7633,"Successfully masked faults shall be recorded in the Fault Log, but raise an alarm.57",CC_ID4060,Ben,Caleb,indication of no ICE alarms enabled401,Open
FL_ID7634,"If a drug library’s soft limit is violated by the proposed settings, but not a hard limit, a warning is shown to the clinician by the user interface and a distinctive, irritating sound made and recorded in the Event Log.57",CC_ID3315,Ben,Alex,the drug library fails authenticity or integrity check401,Assigned
FL_ID7635,The alarm melody of audible alarms signals shall conform to Table AAA.1 of standard IEC 60601-1-8 for drug or fluid delivery. “C d g” shall be used for medium priority alarms; “C d g - C d” shall be used for high priority alarms57,CC_ID2170,Rami,Alex,Bolus request denied because minimum time between boluses had not elapsed.401,Open
FL_ID7636,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.57",CC_ID3584,Ben,Sugandha,blockage between pump and patient401,Open
FL_ID7637,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.57",CC_ID3743,Ben,Jane,dose reaches maximum allowed by drug library401,Assigned
FL_ID7638,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.57",CC_ID4173,Ben,Caleb,measured flow rate below setting401,Open
FL_ID7639,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi57,CC_ID3379,Jerry,Alex,basal rate or bolus VTBI exceeded hard limit402,Clossed
FL_ID7640,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions57",CC_ID3552,Nasim,Caleb,patient not admitted to hospital402,Open
FL_ID7641,Component failure must not harm patient (beyond stopping function).57,CC_ID2092,Ben,Alex,basal rate or bolus VTBI exceeded soft limit402,Clossed
FL_ID7642,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.57,CC_ID4427,Ben,Alex,power-on self test fails402,Open
FL_ID7643,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.57",CC_ID3772,Ben,Caleb,indication of no ICE alarms enabled402,Open
FL_ID7644,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.57",CC_ID2804,Ben,Alex,Bolus request denied because minimum time between boluses had not elapsed.402,Open
FL_ID7645,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop57",CC_ID3510,Jerry,Caleb,the drug library fails authenticity or integrity check402,Open
FL_ID7646,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.57,CC_ID3563,Jerry,Caleb,blockage between reservoir and pump402,Open
FL_ID7647,The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate.57,CC_ID4343,Ben,Alex,dose reaches maximum allowed by drug library402,Open
FL_ID7648,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.57",CC_ID2363,Rami,Alex,no audible alarm402,Open
FL_ID7649,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.57",CC_ID4103,Ben,Caleb,blockage between pump and patient402,Open
FL_ID7650,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.57",CC_ID4404,Ben,Alex,measured flow rate exceeds setting402,Open
FL_ID7651,The PCA pump shall have a stop button57,CC_ID3371,Ben,Jane,PCA pump detects its own failure402,Clossed
FL_ID7652,The PCA pump shall detect upstream occlusion.57,CC_ID3434,Ben,Caleb,measured flow rate below setting402,Open
FL_ID7653,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).57",CC_ID3999,Ben,Jane,pump fails to prime after loading drug reservoir402,Assigned
FL_ID7654,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.57,CC_ID4202,Rami,Alex,clinician not authorized to operate pump402,Open
FL_ID7655,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.57",CC_ID3545,Nasim,Alex,pump temperature exceeds 55 C402,Assigned
FL_ID7656,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.57,CC_ID4073,Rami,Alex,bubble detection402,Open
FL_ID7657,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.58",CC_ID2056,Ben,Caleb,drug or prescription not intended for this patient402,Open
FL_ID7658,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)58,CC_ID3201,Rami,Caleb,clinician not authorized to operate pump403,Clossed
FL_ID7659,The PCA pump shall detect upstream occlusion.58,CC_ID3160,Ben,Alex,drug or prescription not intended for this patient403,Open
FL_ID7660,The drug reservoir shall measure its contents.58,CC_ID3840,Rami,Jane,bubble detection403,Open
FL_ID7661,The PCA pump must not leak current greater than 10 mA58,CC_ID3336,Rami,Alex,Bolus request denied because minimum time between boluses had not elapsed.403,Assigned
FL_ID7662,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.58,CC_ID3244,Ben,Alex,power-on self test fails403,Open
FL_ID7663,"When an empty-reservoir alarm occurs, the current pump stroke shall be completed prior to stopping the pump.58",CC_ID3720,Jerry,Alex,pump fails to prime after loading drug reservoir403,Open
FL_ID7664,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).58",CC_ID2660,Rami,Alex,measured flow rate below setting403,Clossed
FL_ID7665,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.58,CC_ID3674,Rami,Alex,indication of no ICE alarms enabled403,Open
FL_ID7666,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.58",CC_ID2265,Ben,Jane,dose reaches maximum allowed by drug library403,Open
FL_ID7667,"–removed, must scan Rx from label of drug container58",CC_ID2157,Rami,Sugandha,the drug library fails authenticity or integrity check403,Open
FL_ID7668,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.58",CC_ID2564,Ben,Alex,blockage between reservoir and pump403,Clossed
FL_ID7669,"Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.58",CC_ID3794,Ben,Caleb,patient not admitted to hospital403,Clossed
FL_ID7670,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.58,CC_ID3898,Ben,Alex,pump temperature exceeds 55 C403,Open
FL_ID7671,The scanner shall read and authenticate information from the patient’s wristband58,CC_ID3683,Ben,Caleb,basal rate or bolus VTBI exceeded soft limit403,Open
FL_ID7672,"Successfully masked faults shall be recorded in the Fault Log, but raise an alarm.58",CC_ID3007,Ben,Sugandha,blockage between pump and patient403,Open
FL_ID7673,The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.58,CC_ID3423,Ben,Alex,PCA pump detects its own failure403,Open
FL_ID7674,A real-time clock must produce timestamps accurate to 10 ms.58,CC_ID2433,Ben,Sugandha,basal rate or bolus VTBI exceeded hard limit403,Open
FL_ID7675,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)58,CC_ID3529,Ben,Alex,measured flow rate exceeds setting403,Clossed
FL_ID7676,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.58,CC_ID4008,Ben,Alex,no audible alarm403,Open
FL_ID7677,"If a drug library’s soft limit is violated by the proposed settings, but not a hard limit, a warning is shown to the clinician by the user interface and a distinctive, irritating sound made and recorded in the Event Log.58",CC_ID2429,Jerry,Jane,indication of no ICE alarms enabled404,Open
FL_ID7678,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.58",CC_ID2419,Ben,Caleb,Bolus request denied because minimum time between boluses had not elapsed.404,Open
FL_ID7679,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.58,CC_ID4432,Rami,Sugandha,blockage between reservoir and pump404,Clossed
FL_ID7680,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.58,CC_ID3541,Rami,Alex,drug or prescription not intended for this patient404,Open
FL_ID7681,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist58",CC_ID4189,Ben,Jane,clinician not authorized to operate pump404,Open
FL_ID7682,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.58,CC_ID2387,Ben,Jane,basal rate or bolus VTBI exceeded soft limit404,Assigned
FL_ID7683,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.58,CC_ID2544,Ben,Caleb,no audible alarm404,Open
FL_ID7684,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication58",CC_ID4112,Rami,Alex,measured flow rate below setting404,Assigned
FL_ID7685,Prescribed V T BI and rate shall not exceed the hard limits set by the drug library from the hospital pharmacy for the drug loaded in the PCA pump.58,CC_ID4233,Ben,Alex,dose reaches maximum allowed by drug library404,Clossed
FL_ID7686,"–requirement removed, Rx read from drug container by scanner58",CC_ID4271,Nasim,Alex,pump fails to prime after loading drug reservoir404,Open
FL_ID7687,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.58",CC_ID4364,Ben,Jane,pump temperature exceeds 55 C404,Open
FL_ID7688,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.58,CC_ID2919,Jerry,Caleb,the drug library fails authenticity or integrity check404,Open
FL_ID7689,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).58,CC_ID2055,Ben,Alex,power-on self test fails404,Open
FL_ID7690,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.58,CC_ID3212,Ben,Caleb,PCA pump detects its own failure404,Open
FL_ID7691,The PCA pump shall issue alarms and warnings that require clinician attention.58,CC_ID2261,Nasim,Caleb,patient not admitted to hospital404,Open
FL_ID7692,The scanner shall read and authenticate information from the clinician’s badge58,CC_ID2680,Ben,Alex,measured flow rate exceeds setting404,Open
FL_ID7693,Alarms shall be issued in order of occurrence.58,CC_ID2231,Rami,Alex,bubble detection404,Open
FL_ID7694,The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate.58,CC_ID3161,Ben,Alex,basal rate or bolus VTBI exceeded hard limit404,Open
FL_ID7695,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.58,CC_ID2239,Ben,Alex,blockage between pump and patient404,Assigned
FL_ID7696,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow58",CC_ID3988,Rami,Jane,basal rate or bolus VTBI exceeded soft limit405,Open
FL_ID7697,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.58,CC_ID3543,Ben,Caleb,indication of no ICE alarms enabled405,Clossed
FL_ID7698,"A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.58",CC_ID2249,Ben,Alex,measured flow rate below setting405,Open
FL_ID7699,sound of audible alarm58,CC_ID3323,Ben,Alex,pump fails to prime after loading drug reservoir405,Clossed
FL_ID7700,The PCA pump shall detect air-in-line embolism (bubble).58,CC_ID3039,Ben,Alex,clinician not authorized to operate pump405,Open
FL_ID7701,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.58",CC_ID4127,Ben,Caleb,power-on self test fails405,Open
FL_ID7702,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop58",CC_ID2687,Rami,Alex,pump temperature exceeds 55 C405,Open
FL_ID7703,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.58,CC_ID3192,Jerry,Alex,blockage between pump and patient405,Open
FL_ID7704,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.58",CC_ID3623,Rami,Alex,Bolus request denied because minimum time between boluses had not elapsed.405,Open
FL_ID7705,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment58,CC_ID2861,Rami,Alex,patient not admitted to hospital405,Open
FL_ID7706,The alarm melody of audible alarms signals shall conform to Table AAA.1 of standard IEC 60601-1-8 for drug or fluid delivery. “C d g” shall be used for medium priority alarms; “C d g - C d” shall be used for high priority alarms58,CC_ID2997,Rami,Caleb,dose reaches maximum allowed by drug library405,Open
FL_ID7707,The PCA pump shall have a start button.58,CC_ID3210,Ben,Sugandha,PCA pump detects its own failure405,Open
FL_ID7708,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump58",CC_ID3128,Ben,Jane,no audible alarm405,Open
FL_ID7709,"After the clinician presses the start button, but before commencing infusion, the values of V T BI and Fbasal are checked against the drug library entry of the drug to be infused.58",CC_ID3723,Jerry,Alex,bubble detection405,Open
FL_ID7710,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.58",CC_ID3419,Nasim,Alex,basal rate or bolus VTBI exceeded hard limit405,Open
FL_ID7711,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).58",CC_ID2932,Rami,Alex,the drug library fails authenticity or integrity check405,Open
FL_ID7712,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.58",CC_ID4482,Ben,Alex,drug or prescription not intended for this patient405,Open
FL_ID7713,–removed all Rx entry via scanner58,CC_ID3850,Jerry,Caleb,blockage between reservoir and pump405,Clossed
FL_ID7714,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.58,CC_ID4308,Ben,Alex,measured flow rate exceeds setting405,Open
FL_ID7715,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).58",CC_ID2452,Rami,Jane,blockage between pump and patient406,Open
FL_ID7716,The PCA pump shall detect downstream occlusion.58,CC_ID2037,Ben,Jane,pump fails to prime after loading drug reservoir406,Open
FL_ID7717,Clinician-requested bolus delivery shall be immediately halted when alarms sound.58,CC_ID2911,Rami,Alex,the drug library fails authenticity or integrity check406,Open
FL_ID7718,Patient-requested bolus delivery shall be immediately halted when alarms sound.58,CC_ID2698,Ben,Caleb,bubble detection406,Open
FL_ID7719,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.58",CC_ID3712,Ben,Caleb,power-on self test fails406,Open
FL_ID7720,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated58",CC_ID2521,Rami,Jane,drug or prescription not intended for this patient406,Open
FL_ID7721,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.58",CC_ID2112,Rami,Sugandha,clinician not authorized to operate pump406,Open
FL_ID7722,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.58,CC_ID4358,Rami,Alex,blockage between reservoir and pump406,Open
FL_ID7723,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.58,CC_ID3687,Ben,Jane,no audible alarm406,Open
FL_ID7724,Component failure must not harm patient (beyond stopping function).58,CC_ID2878,Nasim,Alex,basal rate or bolus VTBI exceeded soft limit406,Open
FL_ID7725,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.58",CC_ID2814,Rami,Alex,pump temperature exceeds 55 C406,Open
FL_ID7726,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.58,CC_ID2740,Rami,Caleb,basal rate or bolus VTBI exceeded hard limit406,Open
FL_ID7727,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.58",CC_ID3291,Ben,Caleb,Bolus request denied because minimum time between boluses had not elapsed.406,Open
FL_ID7728,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized58,CC_ID2491,Nasim,Alex,patient not admitted to hospital406,Open
FL_ID7729,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops58",CC_ID3165,Ben,Alex,dose reaches maximum allowed by drug library406,Clossed
FL_ID7730,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.58",CC_ID4278,Ben,Jane,measured flow rate exceeds setting406,Open
FL_ID7731,The control panel shall allow authorized clinician bolus request 60 and choice of duration.58,CC_ID4309,Jerry,Alex,PCA pump detects its own failure406,Open
FL_ID7732,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow58",CC_ID3014,Rami,Alex,indication of no ICE alarms enabled406,Open
FL_ID7733,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions58",CC_ID3469,Jerry,Alex,measured flow rate below setting406,Open
FL_ID7734,The fault log shall record at least 1000 faults before overwriting oldest fault records first.58,CC_ID3152,Rami,Caleb,clinician not authorized to operate pump407,Clossed
FL_ID7735,"If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown58",CC_ID4400,Nasim,Caleb,pump temperature exceeds 55 C407,Open
FL_ID7736,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.58",CC_ID4441,Ben,Jane,measured flow rate exceeds setting407,Open
FL_ID7737,The PCA pump shall use a physician’s prescription as device parameters.58,CC_ID2012,Rami,Alex,bubble detection407,Open
FL_ID7738,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)58",CC_ID2318,Ben,Alex,drug or prescription not intended for this patient407,Open
FL_ID7739,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.58",CC_ID2532,Rami,Jane,no audible alarm407,Open
FL_ID7740,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.58",CC_ID2196,Rami,Sugandha,blockage between pump and patient407,Open
FL_ID7741,The estimate of remaining battery energy must be accurate to within Xbtty = 25%.58,CC_ID4176,Nasim,Alex,basal rate or bolus VTBI exceeded soft limit407,Open
FL_ID7742,"display of visual information, and58",CC_ID3850,Ben,Alex,measured flow rate below setting407,Open
FL_ID7743,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.58",CC_ID2437,Ben,Caleb,pump fails to prime after loading drug reservoir407,Open
FL_ID7744,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.58",CC_ID3751,Ben,Alex,indication of no ICE alarms enabled407,Open
FL_ID7745,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.58",CC_ID3412,Ben,Alex,patient not admitted to hospital407,Clossed
FL_ID7746,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.58,CC_ID3815,Ben,Caleb,basal rate or bolus VTBI exceeded hard limit407,Open
FL_ID7747,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke58",CC_ID2464,Rami,Jane,Bolus request denied because minimum time between boluses had not elapsed.407,Open
FL_ID7748,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.58,CC_ID2501,Nasim,Caleb,power-on self test fails407,Clossed
FL_ID7749,All materials that contact fluid shall be biocompatible58,CC_ID2984,Ben,Alex,dose reaches maximum allowed by drug library407,Open
FL_ID7750,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.58,CC_ID3099,Rami,Alex,blockage between reservoir and pump407,Open
FL_ID7751,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.58",CC_ID3809,Ben,Alex,the drug library fails authenticity or integrity check407,Open
FL_ID7752,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)58",CC_ID2594,Jerry,Alex,PCA pump detects its own failure407,Open
FL_ID7753,The event log shall record 30 days of typical events before overwriting oldest event records first.58,CC_ID3457,Ben,Alex,pump temperature exceeds 55 C408,Open
FL_ID7754,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.58",CC_ID2612,Jerry,Caleb,patient not admitted to hospital408,Open
FL_ID7755,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.58,CC_ID3635,Ben,Alex,Bolus request denied because minimum time between boluses had not elapsed.408,Clossed
FL_ID7756,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.58,CC_ID4280,Rami,Sugandha,basal rate or bolus VTBI exceeded soft limit408,Open
FL_ID7757,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi58,CC_ID2726,Nasim,Caleb,drug or prescription not intended for this patient408,Open
FL_ID7758,The Control Panel shall provide means to cancel alarm signal inactivation.58,CC_ID2181,Ben,Alex,measured flow rate below setting408,Open
FL_ID7759,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.58,CC_ID3797,Ben,Sugandha,no audible alarm408,Open
FL_ID7760,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided58",CC_ID2106,Jerry,Alex,bubble detection408,Open
FL_ID7761,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops58",CC_ID5142,Ben,Caleb,the drug library fails authenticity or integrity check408,Open
FL_ID7762,The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.358,CC_ID4802,Ben,Alex,blockage between reservoir and pump408,Open
FL_ID7763,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.58,CC_ID4817,Ben,Sugandha,clinician not authorized to operate pump408,Open
FL_ID7764,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.58,CC_ID4745,Nasim,Caleb,blockage between pump and patient408,Open
FL_ID7765,The PCA pump shall detect battery failure and issue a battery failure alarm58,CC_ID4660,Ben,Alex,indication of no ICE alarms enabled408,Open
FL_ID7766,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.58,CC_ID5262,Rami,Alex,PCA pump detects its own failure408,Open
FL_ID7767,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.58",CC_ID6256,Rami,Caleb,power-on self test fails408,Open
FL_ID7768,The ICE interface shall allow an authorized clinician to set the duration of clinician-requested boluses through an ICE supervisor user interface.58,CC_ID4760,Ben,Alex,pump fails to prime after loading drug reservoir408,Open
FL_ID7769,Each log entry shall have a time stamp81 with its time of occurrence.58,CC_ID5230,Ben,Alex,measured flow rate exceeds setting408,Open
