UC_ID,UC_TITLE,UC_PrC,UC_PoC,UC_STEPS
UC_ID2313,Clinician Authentication Failure121,UC_ID2000,UC_ID86,Downstream Occlusion121
UC_ID2314,Pump Priming Failure121,UC_ID1386,UC_ID860,Bolus request too soon121
UC_ID2315,Upstream Occlusion121,UC_ID2669,UC_ID2577,Internal Electronic Failure121
UC_ID2316,Bolus request too soon121,UC_ID1925,UC_ID433,Drug Library Not Present or Corrupted121
UC_ID2317,Drug Library Not Present or Corrupted121,UC_ID1783,UC_ID1726,ICE Failure121
UC_ID2318,Over-Flow Rate Alarm121,UC_ID662,UC_ID2154,Maximum Safe Dose121
UC_ID2319,Bolus request too soon122,UC_ID2700,UC_ID1669,Sound Failure122
UC_ID2320,Pump Overheating122,UC_ID2990,UC_ID745,Bolus request too soon122
UC_ID2321,Upstream Occlusion122,UC_ID1398,UC_ID1664,Maximum Safe Dose122
UC_ID2322,Downstream Occlusion122,UC_ID520,UC_ID2341,ICE Failure122
UC_ID2323,Power-On Self Test Failure122,UC_ID1307,UC_ID2684,Internal Electronic Failure122
UC_ID2324,Drug Library Hard Limit122,UC_ID2458,UC_ID1777,Drug Library Not Present or Corrupted122
UC_ID2325,Air-in-line Embolism122,UC_ID1042,UC_ID2519,Patient Authentication Failure122
UC_ID2326,Maximum Safe Dose122,UC_ID919,UC_ID2487,Upstream Occlusion122
UC_ID2327,Sound Failure122,UC_ID2751,UC_ID1765,Prescription Authentication Failure122
UC_ID2328,Prescription Authentication Failure122,UC_ID1335,UC_ID1389,Under-Flow Rate Alarm122
UC_ID2329,Drug Library Soft Limit122,UC_ID2529,UC_ID842,Drug Library Soft Limit122
UC_ID2330,Drug Library Not Present or Corrupted122,UC_ID1194,UC_ID1624,Pump Priming Failure122
UC_ID2331,ICE Failure122,UC_ID1835,UC_ID650,Air-in-line Embolism122
UC_ID2332,Pump Priming Failure122,UC_ID1481,UC_ID2020,Power-On Self Test Failure122
UC_ID2333,Internal Electronic Failure122,UC_ID2981,UC_ID1446,Downstream Occlusion122
UC_ID2334,Over-Flow Rate Alarm122,UC_ID1494,UC_ID2438,Over-Flow Rate Alarm122
UC_ID2335,Under-Flow Rate Alarm122,UC_ID1696,UC_ID1567,Drug Library Hard Limit122
UC_ID2336,Clinician Authentication Failure122,UC_ID291,UC_ID2365,Clinician Authentication Failure122
UC_ID2337,Patient Authentication Failure122,UC_ID1243,UC_ID2441,Pump Overheating122
UC_ID2338,ICE Failure123,UC_ID2465,UC_ID1438,Drug Library Hard Limit123
UC_ID2339,Maximum Safe Dose123,UC_ID2810,UC_ID2697,Bolus request too soon123
UC_ID2340,Drug Library Soft Limit123,UC_ID2253,UC_ID864,Over-Flow Rate Alarm123
UC_ID2341,Patient Authentication Failure123,UC_ID1606,UC_ID1338,Patient Authentication Failure123
UC_ID2342,Air-in-line Embolism123,UC_ID2109,UC_ID2137,Clinician Authentication Failure123
UC_ID2343,Clinician Authentication Failure123,UC_ID2484,UC_ID952,Maximum Safe Dose123
UC_ID2344,Over-Flow Rate Alarm123,UC_ID2640,UC_ID140,Power-On Self Test Failure123
UC_ID2345,Bolus request too soon123,UC_ID1276,UC_ID2395,Air-in-line Embolism123
UC_ID2346,Pump Overheating123,UC_ID2095,UC_ID1204,Sound Failure123
UC_ID2347,Drug Library Hard Limit123,UC_ID2731,UC_ID2227,Internal Electronic Failure123
UC_ID2348,Under-Flow Rate Alarm123,UC_ID1647,UC_ID1106,Pump Priming Failure123
UC_ID2349,Prescription Authentication Failure123,UC_ID1537,UC_ID1464,Under-Flow Rate Alarm123
UC_ID2350,Drug Library Not Present or Corrupted123,UC_ID1743,UC_ID473,Drug Library Soft Limit123
UC_ID2351,Power-On Self Test Failure123,UC_ID1434,UC_ID2009,Upstream Occlusion123
UC_ID2352,Upstream Occlusion123,UC_ID1417,UC_ID2301,Prescription Authentication Failure123
UC_ID2353,Downstream Occlusion123,UC_ID2034,UC_ID2060,Downstream Occlusion123
UC_ID2354,Pump Priming Failure123,UC_ID1632,UC_ID946,Drug Library Not Present or Corrupted123
UC_ID2355,Sound Failure123,UC_ID2108,UC_ID2480,Pump Overheating123
UC_ID2356,Internal Electronic Failure123,UC_ID1299,UC_ID54,ICE Failure123
UC_ID2357,Drug Library Soft Limit124,UC_ID203,UC_ID546,Patient Authentication Failure124
UC_ID2358,Bolus request too soon124,UC_ID2024,UC_ID118,Sound Failure124
UC_ID2359,Maximum Safe Dose124,UC_ID2166,UC_ID2761,Drug Library Hard Limit124
UC_ID2360,Under-Flow Rate Alarm124,UC_ID265,UC_ID1847,Pump Priming Failure124
UC_ID2361,ICE Failure124,UC_ID546,UC_ID1525,Under-Flow Rate Alarm124
UC_ID2362,Drug Library Hard Limit124,UC_ID1313,UC_ID1838,Internal Electronic Failure124
UC_ID2363,Pump Overheating124,UC_ID2268,UC_ID273,Drug Library Not Present or Corrupted124
UC_ID2364,Drug Library Not Present or Corrupted124,UC_ID1758,UC_ID795,Air-in-line Embolism124
UC_ID2365,Clinician Authentication Failure124,UC_ID2997,UC_ID1602,Clinician Authentication Failure124
UC_ID2366,Upstream Occlusion124,UC_ID818,UC_ID2459,Drug Library Soft Limit124
UC_ID2367,Downstream Occlusion124,UC_ID2181,UC_ID825,Downstream Occlusion124
UC_ID2368,Patient Authentication Failure124,UC_ID55,UC_ID364,Maximum Safe Dose124
UC_ID2369,Air-in-line Embolism124,UC_ID2571,UC_ID2118,Power-On Self Test Failure124
UC_ID2370,Over-Flow Rate Alarm124,UC_ID1366,UC_ID1700,Prescription Authentication Failure124
UC_ID2371,Sound Failure124,UC_ID189,UC_ID1627,Over-Flow Rate Alarm124
UC_ID2372,Internal Electronic Failure124,UC_ID729,UC_ID498,Bolus request too soon124
UC_ID2373,Pump Priming Failure124,UC_ID2185,UC_ID2468,Upstream Occlusion124
UC_ID2374,Power-On Self Test Failure124,UC_ID1693,UC_ID1019,ICE Failure124
UC_ID2375,Prescription Authentication Failure124,UC_ID1861,UC_ID1948,Pump Overheating124
UC_ID2376,Over-Flow Rate Alarm125,UC_ID145,UC_ID36,Clinician Authentication Failure125
UC_ID2377,Sound Failure125,UC_ID998,UC_ID1634,Pump Priming Failure125
UC_ID2378,Downstream Occlusion125,UC_ID152,UC_ID2548,Pump Overheating125
UC_ID2379,Drug Library Not Present or Corrupted125,UC_ID2586,UC_ID2787,Upstream Occlusion125
UC_ID2380,Power-On Self Test Failure125,UC_ID1311,UC_ID888,Sound Failure125
UC_ID2381,Bolus request too soon125,UC_ID777,UC_ID1552,Air-in-line Embolism125
UC_ID2382,Air-in-line Embolism125,UC_ID2242,UC_ID2934,Maximum Safe Dose125
UC_ID2383,Patient Authentication Failure125,UC_ID1021,UC_ID2535,Bolus request too soon125
UC_ID2384,ICE Failure125,UC_ID2538,UC_ID821,Downstream Occlusion125
UC_ID2385,Clinician Authentication Failure125,UC_ID355,UC_ID2091,ICE Failure125
UC_ID2386,Maximum Safe Dose125,UC_ID317,UC_ID2299,Patient Authentication Failure125
UC_ID2387,Prescription Authentication Failure125,UC_ID1650,UC_ID2957,Drug Library Not Present or Corrupted125
UC_ID2388,Drug Library Hard Limit125,UC_ID458,UC_ID2863,Internal Electronic Failure125
UC_ID2389,Internal Electronic Failure125,UC_ID451,UC_ID1913,Under-Flow Rate Alarm125
UC_ID2390,Upstream Occlusion125,UC_ID2192,UC_ID1927,Prescription Authentication Failure125
UC_ID2391,Drug Library Soft Limit125,UC_ID2725,UC_ID2177,Drug Library Hard Limit125
UC_ID2392,Pump Priming Failure125,UC_ID89,UC_ID1443,Power-On Self Test Failure125
UC_ID2393,Under-Flow Rate Alarm125,UC_ID634,UC_ID1674,Drug Library Soft Limit125
UC_ID2394,Pump Overheating125,UC_ID699,UC_ID58,Over-Flow Rate Alarm125
UC_ID2395,Over-Flow Rate Alarm126,UC_ID1336,UC_ID1639,Clinician Authentication Failure126
UC_ID2396,Bolus request too soon126,UC_ID2197,UC_ID2616,Drug Library Soft Limit126
UC_ID2397,Pump Priming Failure126,UC_ID2706,UC_ID1897,Pump Priming Failure126
UC_ID2398,Prescription Authentication Failure126,UC_ID1117,UC_ID2795,Prescription Authentication Failure126
UC_ID2399,Upstream Occlusion126,UC_ID1596,UC_ID275,Patient Authentication Failure126
UC_ID2400,ICE Failure126,UC_ID535,UC_ID1356,ICE Failure126
UC_ID2401,Drug Library Hard Limit126,UC_ID1118,UC_ID2423,Over-Flow Rate Alarm126
UC_ID2402,Downstream Occlusion126,UC_ID2006,UC_ID97,Downstream Occlusion126
UC_ID2403,Patient Authentication Failure126,UC_ID992,UC_ID1343,Sound Failure126
UC_ID2404,Internal Electronic Failure126,UC_ID2477,UC_ID2699,Pump Overheating126
UC_ID2405,Pump Overheating126,UC_ID1308,UC_ID1208,Bolus request too soon126
UC_ID2406,Maximum Safe Dose126,UC_ID2522,UC_ID1703,Power-On Self Test Failure126
UC_ID2407,Drug Library Soft Limit126,UC_ID1952,UC_ID1896,Air-in-line Embolism126
UC_ID2408,Sound Failure126,UC_ID2579,UC_ID718,Drug Library Not Present or Corrupted126
UC_ID2409,Air-in-line Embolism126,UC_ID2982,UC_ID602,Upstream Occlusion126
UC_ID2410,Under-Flow Rate Alarm126,UC_ID1788,UC_ID1318,Internal Electronic Failure126
UC_ID2411,Power-On Self Test Failure126,UC_ID1505,UC_ID962,Maximum Safe Dose126
UC_ID2412,Drug Library Not Present or Corrupted126,UC_ID150,UC_ID1478,Under-Flow Rate Alarm126
UC_ID2413,Clinician Authentication Failure126,UC_ID1187,UC_ID605,Drug Library Hard Limit126
UC_ID2414,Maximum Safe Dose127,UC_ID1479,UC_ID2539,Sound Failure127
UC_ID2415,Drug Library Hard Limit127,UC_ID1320,UC_ID154,Power-On Self Test Failure127
UC_ID2416,Power-On Self Test Failure127,UC_ID2695,UC_ID987,Internal Electronic Failure127
UC_ID2417,Internal Electronic Failure127,UC_ID1938,UC_ID528,Pump Priming Failure127
UC_ID2418,Upstream Occlusion127,UC_ID765,UC_ID2256,Bolus request too soon127
UC_ID2419,ICE Failure127,UC_ID2315,UC_ID1915,Under-Flow Rate Alarm127
UC_ID2420,Air-in-line Embolism127,UC_ID1397,UC_ID30,Upstream Occlusion127
UC_ID2421,Downstream Occlusion127,UC_ID586,UC_ID1814,Maximum Safe Dose127
UC_ID2422,Bolus request too soon127,UC_ID1037,UC_ID529,Prescription Authentication Failure127
UC_ID2423,Pump Priming Failure127,UC_ID2516,UC_ID1596,Over-Flow Rate Alarm127
UC_ID2424,Drug Library Not Present or Corrupted127,UC_ID2685,UC_ID278,Drug Library Hard Limit127
UC_ID2425,Sound Failure127,UC_ID1745,UC_ID1565,ICE Failure127
UC_ID2426,Prescription Authentication Failure127,UC_ID1196,UC_ID2048,Patient Authentication Failure127
UC_ID2427,Under-Flow Rate Alarm127,UC_ID2198,UC_ID776,Clinician Authentication Failure127
UC_ID2428,Over-Flow Rate Alarm127,UC_ID232,UC_ID1992,Pump Overheating127
UC_ID2429,Patient Authentication Failure127,UC_ID1058,UC_ID1181,Drug Library Soft Limit127
UC_ID2430,Clinician Authentication Failure127,UC_ID2703,UC_ID2533,Downstream Occlusion127
UC_ID2431,Pump Overheating127,UC_ID2757,UC_ID1918,Air-in-line Embolism127
UC_ID2432,Drug Library Soft Limit127,UC_ID1468,UC_ID448,Drug Library Not Present or Corrupted127
UC_ID2433,ICE Failure128,UC_ID82,UC_ID710,Clinician Authentication Failure128
UC_ID2434,Sound Failure128,UC_ID1956,UC_ID1474,Pump Overheating128
UC_ID2435,Prescription Authentication Failure128,UC_ID211,UC_ID2163,Over-Flow Rate Alarm128
UC_ID2436,Pump Priming Failure128,UC_ID2610,UC_ID164,Drug Library Soft Limit128
UC_ID2437,Clinician Authentication Failure128,UC_ID527,UC_ID2884,Sound Failure128
UC_ID2438,Downstream Occlusion128,UC_ID1547,UC_ID738,Bolus request too soon128
UC_ID2439,Air-in-line Embolism128,UC_ID2346,UC_ID1994,Patient Authentication Failure128
UC_ID2440,Pump Overheating128,UC_ID1901,UC_ID2757,Prescription Authentication Failure128
UC_ID2441,Drug Library Hard Limit128,UC_ID1476,UC_ID239,Air-in-line Embolism128
UC_ID2442,Under-Flow Rate Alarm128,UC_ID1795,UC_ID1307,Internal Electronic Failure128
UC_ID2443,Internal Electronic Failure128,UC_ID128,UC_ID1686,Upstream Occlusion128
UC_ID2444,Drug Library Soft Limit128,UC_ID892,UC_ID69,Pump Priming Failure128
UC_ID2445,Upstream Occlusion128,UC_ID1123,UC_ID353,Drug Library Hard Limit128
UC_ID2446,Maximum Safe Dose128,UC_ID2711,UC_ID1315,Drug Library Not Present or Corrupted128
UC_ID2447,Patient Authentication Failure128,UC_ID1726,UC_ID2523,ICE Failure128
UC_ID2448,Drug Library Not Present or Corrupted128,UC_ID1370,UC_ID2391,Maximum Safe Dose128
UC_ID2449,Bolus request too soon128,UC_ID1868,UC_ID1466,Under-Flow Rate Alarm128
UC_ID2450,Power-On Self Test Failure128,UC_ID1888,UC_ID147,Downstream Occlusion128
UC_ID2451,Over-Flow Rate Alarm128,UC_ID98,UC_ID552,Power-On Self Test Failure128
UC_ID2452,Downstream Occlusion129,UC_ID825,UC_ID989,Maximum Safe Dose129
UC_ID2453,Air-in-line Embolism129,UC_ID1319,UC_ID1405,Drug Library Not Present or Corrupted129
UC_ID2454,Clinician Authentication Failure129,UC_ID860,UC_ID2940,ICE Failure129
UC_ID2455,Bolus request too soon129,UC_ID1790,UC_ID1365,Pump Priming Failure129
UC_ID2456,ICE Failure129,UC_ID1613,UC_ID1440,Drug Library Soft Limit129
UC_ID2457,Drug Library Soft Limit129,UC_ID1515,UC_ID42,Air-in-line Embolism129
UC_ID2458,Internal Electronic Failure129,UC_ID162,UC_ID135,Power-On Self Test Failure129
UC_ID2459,Sound Failure129,UC_ID4,UC_ID943,Over-Flow Rate Alarm129
UC_ID2460,Prescription Authentication Failure129,UC_ID256,UC_ID1376,Upstream Occlusion129
UC_ID2461,Pump Priming Failure129,UC_ID251,UC_ID2703,Bolus request too soon129
UC_ID2462,Under-Flow Rate Alarm129,UC_ID1739,UC_ID1264,Prescription Authentication Failure129
UC_ID2463,Over-Flow Rate Alarm129,UC_ID227,UC_ID163,Drug Library Hard Limit129
UC_ID2464,Upstream Occlusion129,UC_ID1034,UC_ID1209,Clinician Authentication Failure129
UC_ID2465,Power-On Self Test Failure129,UC_ID2841,UC_ID125,Under-Flow Rate Alarm129
UC_ID2466,Drug Library Hard Limit129,UC_ID785,UC_ID753,Pump Overheating129
UC_ID2467,Maximum Safe Dose129,UC_ID369,UC_ID2992,Patient Authentication Failure129
UC_ID2468,Drug Library Not Present or Corrupted129,UC_ID1877,UC_ID637,Internal Electronic Failure129
UC_ID2469,Patient Authentication Failure129,UC_ID1975,UC_ID2039,Downstream Occlusion129
UC_ID2470,Pump Overheating129,UC_ID153,UC_ID2814,Sound Failure129
UC_ID2471,Patient Authentication Failure130,UC_ID1913,UC_ID2427,Sound Failure130
UC_ID2472,Downstream Occlusion130,UC_ID1733,UC_ID592,Under-Flow Rate Alarm130
UC_ID2473,Internal Electronic Failure130,UC_ID2798,UC_ID2322,Pump Priming Failure130
UC_ID2474,Sound Failure130,UC_ID2901,UC_ID1075,ICE Failure130
UC_ID2475,Drug Library Hard Limit130,UC_ID1092,UC_ID2861,Maximum Safe Dose130
UC_ID2476,Upstream Occlusion130,UC_ID1661,UC_ID2168,Air-in-line Embolism130
UC_ID2477,Pump Priming Failure130,UC_ID597,UC_ID489,Drug Library Hard Limit130
UC_ID2478,Clinician Authentication Failure130,UC_ID1943,UC_ID70,Bolus request too soon130
UC_ID2479,Under-Flow Rate Alarm130,UC_ID419,UC_ID98,Upstream Occlusion130
UC_ID2480,Power-On Self Test Failure130,UC_ID143,UC_ID108,Patient Authentication Failure130
UC_ID2481,Drug Library Not Present or Corrupted130,UC_ID437,UC_ID2312,Internal Electronic Failure130
UC_ID2482,Over-Flow Rate Alarm130,UC_ID2781,UC_ID2425,Pump Overheating130
UC_ID2483,ICE Failure130,UC_ID1804,UC_ID571,Clinician Authentication Failure130
UC_ID2484,Maximum Safe Dose130,UC_ID315,UC_ID961,Drug Library Soft Limit130
UC_ID2485,Bolus request too soon130,UC_ID1721,UC_ID2369,Over-Flow Rate Alarm130
UC_ID2486,Pump Overheating130,UC_ID2174,UC_ID374,Downstream Occlusion130
UC_ID2487,Drug Library Soft Limit130,UC_ID2457,UC_ID1695,Power-On Self Test Failure130
UC_ID2488,Prescription Authentication Failure130,UC_ID2259,UC_ID2730,Prescription Authentication Failure130
UC_ID2489,Air-in-line Embolism130,UC_ID1853,UC_ID1497,Drug Library Not Present or Corrupted130
UC_ID2490,Maximum Safe Dose131,UC_ID2209,UC_ID365,Over-Flow Rate Alarm131
UC_ID2491,Clinician Authentication Failure131,UC_ID2556,UC_ID419,Pump Overheating131
UC_ID2492,Drug Library Not Present or Corrupted131,UC_ID2311,UC_ID756,Internal Electronic Failure131
UC_ID2493,ICE Failure131,UC_ID340,UC_ID2078,Downstream Occlusion131
UC_ID2494,Internal Electronic Failure131,UC_ID2151,UC_ID2908,Power-On Self Test Failure131
UC_ID2495,Over-Flow Rate Alarm131,UC_ID405,UC_ID1316,Drug Library Hard Limit131
UC_ID2496,Prescription Authentication Failure131,UC_ID506,UC_ID641,Air-in-line Embolism131
UC_ID2497,Under-Flow Rate Alarm131,UC_ID303,UC_ID1588,Drug Library Soft Limit131
UC_ID2498,Drug Library Hard Limit131,UC_ID1535,UC_ID255,ICE Failure131
UC_ID2499,Sound Failure131,UC_ID2770,UC_ID2925,Maximum Safe Dose131
UC_ID2500,Patient Authentication Failure131,UC_ID1996,UC_ID2036,Pump Priming Failure131
UC_ID2501,Drug Library Soft Limit131,UC_ID1338,UC_ID2657,Upstream Occlusion131
UC_ID2502,Power-On Self Test Failure131,UC_ID2541,UC_ID819,Sound Failure131
UC_ID2503,Upstream Occlusion131,UC_ID1166,UC_ID737,Prescription Authentication Failure131
UC_ID2504,Pump Overheating131,UC_ID1475,UC_ID428,Patient Authentication Failure131
UC_ID2505,Pump Priming Failure131,UC_ID2848,UC_ID2544,Under-Flow Rate Alarm131
UC_ID2506,Bolus request too soon131,UC_ID1973,UC_ID550,Bolus request too soon131
UC_ID2507,Downstream Occlusion131,UC_ID2991,UC_ID1526,Drug Library Not Present or Corrupted131
UC_ID2508,Air-in-line Embolism131,UC_ID2608,UC_ID2935,Clinician Authentication Failure131
UC_ID2509,Pump Overheating132,UC_ID277,UC_ID2977,Drug Library Hard Limit132
UC_ID2510,Maximum Safe Dose132,UC_ID993,UC_ID2243,Maximum Safe Dose132
UC_ID2511,Bolus request too soon132,UC_ID1875,UC_ID693,Upstream Occlusion132
UC_ID2512,Prescription Authentication Failure132,UC_ID999,UC_ID691,Drug Library Soft Limit132
UC_ID2513,Upstream Occlusion132,UC_ID803,UC_ID2621,Drug Library Not Present or Corrupted132
UC_ID2514,Patient Authentication Failure132,UC_ID666,UC_ID1676,Over-Flow Rate Alarm132
UC_ID2515,Air-in-line Embolism132,UC_ID1497,UC_ID944,Clinician Authentication Failure132
UC_ID2516,Under-Flow Rate Alarm132,UC_ID257,UC_ID1830,Power-On Self Test Failure132
UC_ID2517,Drug Library Hard Limit132,UC_ID1700,UC_ID2294,Under-Flow Rate Alarm132
UC_ID2518,Drug Library Not Present or Corrupted132,UC_ID2153,UC_ID874,Air-in-line Embolism132
UC_ID2519,Clinician Authentication Failure132,UC_ID1240,UC_ID624,Downstream Occlusion132
UC_ID2520,ICE Failure132,UC_ID2134,UC_ID1774,Sound Failure132
UC_ID2521,Downstream Occlusion132,UC_ID1446,UC_ID812,Bolus request too soon132
UC_ID2522,Over-Flow Rate Alarm132,UC_ID727,UC_ID1740,ICE Failure132
UC_ID2523,Pump Priming Failure132,UC_ID2531,UC_ID431,Pump Overheating132
UC_ID2524,Internal Electronic Failure132,UC_ID1402,UC_ID2999,Pump Priming Failure132
UC_ID2525,Sound Failure132,UC_ID690,UC_ID325,Prescription Authentication Failure132
UC_ID2526,Drug Library Soft Limit132,UC_ID2925,UC_ID2448,Internal Electronic Failure132
UC_ID2527,Power-On Self Test Failure132,UC_ID2014,UC_ID1576,Patient Authentication Failure132
UC_ID2528,Internal Electronic Failure133,UC_ID2559,UC_ID658,Upstream Occlusion133
UC_ID2529,Downstream Occlusion133,UC_ID2974,UC_ID1778,Patient Authentication Failure133
UC_ID2530,Clinician Authentication Failure133,UC_ID2520,UC_ID725,ICE Failure133
UC_ID2531,Over-Flow Rate Alarm133,UC_ID1560,UC_ID2284,Internal Electronic Failure133
UC_ID2532,Drug Library Soft Limit133,UC_ID1393,UC_ID436,Pump Priming Failure133
UC_ID2533,Maximum Safe Dose133,UC_ID678,UC_ID99,Sound Failure133
UC_ID2534,Pump Overheating133,UC_ID648,UC_ID1577,Drug Library Hard Limit133
UC_ID2535,Sound Failure133,UC_ID248,UC_ID2183,Downstream Occlusion133
UC_ID2536,Drug Library Hard Limit133,UC_ID1458,UC_ID447,Under-Flow Rate Alarm133
UC_ID2537,Drug Library Not Present or Corrupted133,UC_ID1248,UC_ID2255,Power-On Self Test Failure133
UC_ID2538,Upstream Occlusion133,UC_ID2693,UC_ID469,Bolus request too soon133
UC_ID2539,Patient Authentication Failure133,UC_ID2200,UC_ID455,Drug Library Not Present or Corrupted133
UC_ID2540,Bolus request too soon133,UC_ID548,UC_ID463,Drug Library Soft Limit133
UC_ID2541,Prescription Authentication Failure133,UC_ID2106,UC_ID2553,Maximum Safe Dose133
UC_ID2542,Under-Flow Rate Alarm133,UC_ID956,UC_ID415,Pump Overheating133
UC_ID2543,Pump Priming Failure133,UC_ID2409,UC_ID1839,Air-in-line Embolism133
UC_ID2544,ICE Failure133,UC_ID1774,UC_ID1063,Over-Flow Rate Alarm133
UC_ID2545,Power-On Self Test Failure133,UC_ID1453,UC_ID891,Prescription Authentication Failure133
UC_ID2546,Air-in-line Embolism133,UC_ID96,UC_ID224,Clinician Authentication Failure133
UC_ID2547,Pump Overheating134,UC_ID701,UC_ID2138,Power-On Self Test Failure134
UC_ID2548,Prescription Authentication Failure134,UC_ID2761,UC_ID2984,Upstream Occlusion134
UC_ID2549,ICE Failure134,UC_ID187,UC_ID1228,Downstream Occlusion134
UC_ID2550,Under-Flow Rate Alarm134,UC_ID428,UC_ID2683,Pump Priming Failure134
UC_ID2551,Bolus request too soon134,UC_ID1472,UC_ID2347,Internal Electronic Failure134
UC_ID2552,Drug Library Hard Limit134,UC_ID868,UC_ID2832,Patient Authentication Failure134
UC_ID2553,Power-On Self Test Failure134,UC_ID2660,UC_ID2229,Drug Library Hard Limit134
UC_ID2554,Internal Electronic Failure134,UC_ID247,UC_ID1853,Maximum Safe Dose134
UC_ID2555,Clinician Authentication Failure134,UC_ID659,UC_ID1864,Bolus request too soon134
UC_ID2556,Air-in-line Embolism134,UC_ID445,UC_ID2024,Over-Flow Rate Alarm134
UC_ID2557,Over-Flow Rate Alarm134,UC_ID470,UC_ID2916,Sound Failure134
UC_ID2558,Pump Priming Failure134,UC_ID802,UC_ID96,Pump Overheating134
UC_ID2559,Patient Authentication Failure134,UC_ID715,UC_ID1891,Prescription Authentication Failure134
UC_ID2560,Upstream Occlusion134,UC_ID1820,UC_ID1854,Clinician Authentication Failure134
UC_ID2561,Downstream Occlusion134,UC_ID657,UC_ID1871,Air-in-line Embolism134
UC_ID2562,Sound Failure134,UC_ID813,UC_ID1901,Drug Library Soft Limit134
UC_ID2563,Maximum Safe Dose134,UC_ID981,UC_ID1801,Drug Library Not Present or Corrupted134
UC_ID2564,Drug Library Not Present or Corrupted134,UC_ID2495,UC_ID921,Under-Flow Rate Alarm134
UC_ID2565,Drug Library Soft Limit134,UC_ID56,UC_ID548,ICE Failure134
UC_ID2566,Upstream Occlusion135,UC_ID688,UC_ID2759,Upstream Occlusion135
UC_ID2567,Sound Failure135,UC_ID645,UC_ID1057,Bolus request too soon135
UC_ID2568,Over-Flow Rate Alarm135,UC_ID1254,UC_ID1076,Drug Library Soft Limit135
UC_ID2569,Drug Library Soft Limit135,UC_ID1720,UC_ID681,Pump Overheating135
UC_ID2570,Power-On Self Test Failure135,UC_ID2278,UC_ID2762,Patient Authentication Failure135
UC_ID2571,Pump Overheating135,UC_ID2821,UC_ID2604,Maximum Safe Dose135
UC_ID2572,Prescription Authentication Failure135,UC_ID2353,UC_ID575,Clinician Authentication Failure135
UC_ID2573,Under-Flow Rate Alarm135,UC_ID2760,UC_ID1488,Drug Library Not Present or Corrupted135
UC_ID2574,ICE Failure135,UC_ID1624,UC_ID2219,Air-in-line Embolism135
UC_ID2575,Bolus request too soon135,UC_ID167,UC_ID1194,Over-Flow Rate Alarm135
UC_ID2576,Air-in-line Embolism135,UC_ID2103,UC_ID1020,Power-On Self Test Failure135
UC_ID2577,Drug Library Not Present or Corrupted135,UC_ID1223,UC_ID1988,ICE Failure135
UC_ID2578,Clinician Authentication Failure135,UC_ID1536,UC_ID478,Sound Failure135
UC_ID2579,Pump Priming Failure135,UC_ID1094,UC_ID121,Prescription Authentication Failure135
UC_ID2580,Drug Library Hard Limit135,UC_ID1683,UC_ID2285,Pump Priming Failure135
UC_ID2581,Patient Authentication Failure135,UC_ID2130,UC_ID2252,Downstream Occlusion135
UC_ID2582,Internal Electronic Failure135,UC_ID2221,UC_ID2414,Internal Electronic Failure135
UC_ID2583,Maximum Safe Dose135,UC_ID2361,UC_ID2186,Drug Library Hard Limit135
UC_ID2584,Downstream Occlusion135,UC_ID971,UC_ID1184,Under-Flow Rate Alarm135
UC_ID2585,Clinician Authentication Failure136,UC_ID1593,UC_ID2873,Pump Priming Failure136
UC_ID2586,ICE Failure136,UC_ID1684,UC_ID797,Power-On Self Test Failure136
UC_ID2587,Air-in-line Embolism136,UC_ID2097,UC_ID1776,Bolus request too soon136
UC_ID2588,Power-On Self Test Failure136,UC_ID1582,UC_ID2504,Downstream Occlusion136
UC_ID2589,Prescription Authentication Failure136,UC_ID1759,UC_ID2536,Over-Flow Rate Alarm136
UC_ID2590,Pump Overheating136,UC_ID362,UC_ID988,Prescription Authentication Failure136
UC_ID2591,Drug Library Soft Limit136,UC_ID2759,UC_ID1,Under-Flow Rate Alarm136
UC_ID2592,Drug Library Not Present or Corrupted136,UC_ID2220,UC_ID351,Air-in-line Embolism136
UC_ID2593,Under-Flow Rate Alarm136,UC_ID2855,UC_ID679,Sound Failure136
UC_ID2594,Downstream Occlusion136,UC_ID2379,UC_ID64,Maximum Safe Dose136
UC_ID2595,Bolus request too soon136,UC_ID33,UC_ID2994,Pump Overheating136
UC_ID2596,Sound Failure136,UC_ID865,UC_ID467,Drug Library Hard Limit136
UC_ID2597,Drug Library Hard Limit136,UC_ID2785,UC_ID77,Internal Electronic Failure136
UC_ID2598,Pump Priming Failure136,UC_ID2170,UC_ID440,Drug Library Not Present or Corrupted136
UC_ID2599,Internal Electronic Failure136,UC_ID2873,UC_ID404,Upstream Occlusion136
UC_ID2600,Maximum Safe Dose136,UC_ID2321,UC_ID2338,Patient Authentication Failure136
UC_ID2601,Patient Authentication Failure136,UC_ID1637,UC_ID905,ICE Failure136
UC_ID2602,Upstream Occlusion136,UC_ID2038,UC_ID666,Clinician Authentication Failure136
UC_ID2603,Over-Flow Rate Alarm136,UC_ID1184,UC_ID1599,Drug Library Soft Limit136
UC_ID2604,Under-Flow Rate Alarm137,UC_ID915,UC_ID2237,Drug Library Hard Limit137
UC_ID2605,Patient Authentication Failure137,UC_ID2012,UC_ID1345,Drug Library Soft Limit137
UC_ID2606,Power-On Self Test Failure137,UC_ID1116,UC_ID1652,Under-Flow Rate Alarm137
